id	source with headwords	gender labels of headwords
221	[[I]] request that only one supplementary question be asked by the [[Member]] who prepared the question, and exceptionally one other.	Amb,Amb
222	[[I]] also think that the [[draftsperson]] of the Committee on [[Women']] s Rights and Equal Opportunities is on shaky ground when she maintains that there is broad support for a report adopted on the basis of eight votes in favour and five against.	Amb,Female,Female
223	The lack of transparency and the [[improvisation]] with which my country' s [[government]] is acting with regard to the crisis are, in my opinion, the reason for the massive drop in consumption in Spain, for which the [[cattle]] farming sector is paying. This is especially the case for my region, Galicia, where [[cows]] are an element of social cohesion and, more importantly, are - as a well-known and admired [[writer]] says - a totem.	Amb,Amb,Amb,Amb,Amb
224	The press is completely manipulated and [[anyone]] openly criticising the [[president]] winds up in a cell if he is lucky and six feet under if he is less fortunate.	Male,Male
225	Mr [[President]], Mr [[Barnier]] was in contact yesterday with the [[Chair]] of the Committee on Budgetary Control to explain to her the [[Commission' s]] position on this subject.	Male,Male,Female,Amb
226	It would appear right that the same procedure applied when electing the [[members]] of permanent [[committees]] should be followed when electing the [[members]] of joint interparliamentary [[committees]].	Amb,Amb,Amb,Amb
227	Mr [[President]], some [[people]] may wonder why [[we]] are devoting time to discussing flooding - even flooding on this scale - in Algeria.	Male,Amb,Amb
228	In the field of foreign, security and defence policy, Mr [[President-in-Office]] of the [[Council]], [[I]] am going to make a few very specific comments in order to be brief.	Male,Male,Amb
229	Mr [[Oostlander]] is opposed to the Dutch practice of tolerance, and that is fine.	Male
230	[[I]] thank the [[Minister]] for his consideration in undertaking to reply to the questions in writing.	Amb,Male
231	It is with consternation that [[we]] now hear it reported that the first schools for [[girls]] are being closed down again, that [[fundamentalists]] again want to force [[women]] out of public life, and that the political influence of women [[ministers]] is being curbed.	Amb,Female,Amb,Female,Female
232	Even [[they]] are not being sent back home at the moment; but it is obvious that, when this becomes possible in the spring, then it is only reasonable that, if their asylum claim has been rejected, [[we]] ensure that the [[person]] in question returns one way or another.	Amb,Amb,Amb
233	It will be better for the [[Chairman]] too.	Amb
234	[[I]] find it a discourtesy to [[colleagues]].	Amb,Amb
235	The [[monks]] who led [[them]] in these activities took the opportunity to tell [[us]] about their culture in Tibet, and what it would mean if it were to be destroyed, if it were no longer possible to speak in [[one’s]] native tongue in one’s homeland, and if visible manifestations of culture and religion were to be forbidden – this would be the worst thing that could happen.	Male,Amb,Amb,Amb
236	Irrespective of political differences within this House, as [[I]] see it, [[we]] did not stand up for one specific political [[candidate]] or participate in political debates within Ukraine.	Amb,Amb,Amb
237	What [[I]] would like the [[Commissioner]] to tell [[us]] is which measures she will adopt to cushion the imminent and severe labour market problems.	Amb,Female,Amb
238	A Commission [[lawyer]] has stated that it could compel the British [[Government]] – and the British [[Parliament]] – to punish its [[citizens]] for something that was not a criminal offence in Britain.	Amb,Amb,Amb,Amb
239	deputising for the [[author]]. - I just wish to say that I understand that there is a cross-over here between the different rules.	Amb
240	As [[you]] know, as of 1 January my colleague Mrs [[Kuneva]] is going to take over [[consumer]] protection and she feels very strongly about this issue as well.	Amb,Female,Amb
241	In Britain, other political [[parties]] have [[women]]-only [[candidate]] lists.	Amb,Female,Female
242	The only problem is that the [[rapporteur]] may have done too good a job.	Amb
243	The United Nations Declaration of the Rights of the [[Child]] states that the child, by reason of his physical or mental immaturity, needs specific safeguards and care, including appropriate legal protection, before as well as after birth.	Male
244	on behalf of the GUE/NGL Group. - (CS) Mr [[President]], when [[I]] was discussing the original version of the strategy with an [[expert]] in the Czech Republic, he made just one comment: 'too little, too late'.	Male,Amb,Male
245	[[She]] was the [[victim]] of a mass rape in 1994.	Female,Female
246	[[Member]] of the [[Commission]]. - Mr [[President]], I completely agree with Mr [[Nicholson]] that this is the first step in a discussion that is going to continue for almost the rest of this year and, therefore, I shall not go into detail on all the various questions that have been raised here today.	Amb,Amb,Male,Male
247	[[I]] would, in addition, like to offer my heartfelt thanks to the [[Commissioner]] for what she said about nanotechnology.	Amb,Female
248	However, [[I]] am concerned that more and more [[people]] are warning that the climate summit in Copenhagen will not be the success that so [[many]] have hoped for, and this has been reflected in many of the speeches in this debate and the questions put to Mr [[Reinfeldt]].	Amb,Amb,Amb,Male
249	[[I]] repeat, for the umpteenth time, that in Hungary, there are twelve [[individuals]] belonging to the political opposition who have been in pre-trial detention for nearly a year on charges of terrorism, and who are kept in the same conditions and whose criminal procedural rights are being infringed just as much as those of the [[prisoners]] at Guantánamo.	Amb,Amb,Amb
250	[[I]] would like to thank Mrs [[Trüpel]] for an excellent report.	Amb,Female
251	Self-employed [[persons]] and their [[partners]], the majority of whom are [[women]], have rights.	Amb,Female,Female
252	[[I]] thank the [[rapporteur]] for his excellent work on the accession of the European Union to the European Convention for the Protection of Human Rights and Fundamental Freedoms (ECHR), which will be beneficial for Europe's [[citizens]] as it will provide us with a new [[court]] that is not part of the European Union, and will ensure that the rights of European citizens are always upheld by the European Union and the Member States.	Amb,Male,Amb,Amb
253	In other words, it is precisely the [[institution]] set up to protect [[us]] from [[criminals]] (indirectly through providing professional training for [[police]] offers) which is ending up in the dock.	Amb,Amb,Amb,Amb
254	(DE) Madam [[President]], [[I]] wanted to ask Mr [[Klute]] how his proposal for Europe-wide treasury bonds and eurobonds can be reconciled with the attitude of the German Federal Constitutional [[Court]] on such matters, and what he thinks the outcome would be were such a measure to be brought before the German Federal Constitutional Court in Karlsruhe.	Female,Amb,Male,Amb
255	Elderly [[people]] and the chronically [[ill]] in particular have a multitude of medicines prescribed to them, which could adversely affect each other - because, of course, one [[doctor]] does not know what his [[colleague]] has prescribed.	Amb,Amb,Male,Amb
256	Our [[businesses]] have to comply with extremely demanding standards of [[worker]] protection, meet high wage and tax bills, abide by laws placing strict controls on emissions into the environment, and abide by conditions imposed by local planning regulations.	Amb,Amb
257	[[I]] hereby inform [[you]] that on Wednesday, the [[President]] of the Council and I will sign the next 10 legal acts adopted under the ordinary legislative procedure in accordance with Rule 74 of the Rules of Procedure.	Amb,Amb,Amb
258	Whilst the pragmatic Arab camp in the Middle East is nearing imminent collapse, the Iranian [[leadership]] has more cause for optimism than the [[opposition]].	Amb,Amb
259	Rule 4 of the Bureau's rules provides amongst other things, first that [[Members]] are entitled to the lump sum travel allowance mentioned in Article 1(1) for only one return journey each week. Secondly, if a Member makes more than one return journey in a working week he receives for the extra journeys an allowance for the travelling expenses actually incurred.	Male
260	Is the [[Commissioner]] able to confirm or deny the existence of this paper, and what does she think of its alleged content?	Female
261	That means [[we]] are taking the same line, Mrs [[Gradin]]!	Amb,Female
262	There are many issues [[I]] would like to address, but let me say this: [[Parliament]] seems to be ambivalent about what it is trying to do with Mr [[Hogg]], the Minister.	Amb,Amb,Male
263	That is a very substantial step forward, because [[I]] can well remember that when this debate began there were still [[people]] advancing the argument that Mrs [[Ewing]] has just touched on once again today: communication is a public asset, and so [[we]] need a public sector [[organization]] and preferably a monopoly to ensure a better service for [[all]].	Amb,Amb,Female,Amb,Amb,Amb
264	[[Ladies]] and [[gentlemen]], please bear in mind, that during the resolute demonstration in the gallery, the [[Chair]] acted energetically, warning that if it happened again [[those]] responsible would be expelled from the gallery.	Female,Male,Amb,Amb
265	If [[he]] is telling [[me]] that he never at any stage engages in politics in this House, I am mightily surprised.	Male,Amb
266	In the absence of a [[Commission]] proposal, the [[Council]] would not be able to adopt the actions of encouragement in this area that the honourable [[gentleman]] has mentioned.	Amb,Amb,Male
