id	source with headwords	gender labels of headwords
9909	This situation is comparable to that of an unsatisfied [[customer]] who goes back to the bicycle shop and says 'fine, you can swap the bike, but only for a scooter'.	Amb
9910	Mrs [[Jensen's]] report adds a new dimension to that list: the organisation of aviation on the ground.	Female
9911	Millions of [[refugees]] live in fear of what the next day will bring, and they have a force of just seven thousand poorly equipped [[soldiers]] from the African Union's peace force, which, increasingly, is becoming the focus of bloody attacks, such as the attack in Haskanita in September of last year.	Amb,Amb
9912	Female [[figures]], contributions and work have never been given any symbolic recognition, not only in this respect.	Female
9913	[[author]]. - (ES) Mr [[President]], as I was saying, according to the Campaign for Human Rights, Peace and Democracy in Burma, on 12 March, the oldest Burmese political [[prisoner]] spent her 78th birthday in solitary confinement at Insein prison.	Amb,Male,Female
9914	A fair market will not only protect [[passengers]] from unfair practices, it will protect the [[competitors]], too.	Amb,Amb
9915	[[I]] have looked at some of the other programmes that [[we]] have funded before this, and there seems to be an indication that there is a much greater percentage of the funding going towards male [[workers]] that have been made redundant.	Amb,Amb,Male
9916	Mrs [[Bowles]], [[ladies]] and [[gentlemen]], [[I]] will personally keep [[Parliament]] well informed about the work of the SEPA [[council]], particularly when I appear before the [[Committee]] on Economic and Monetary Affairs.	Female,Female,Male,Amb,Amb,Amb,Amb
9917	If he is consulted as a [[teacher]] when he is actually the representative of an industry, then things are no longer clear and they are not acceptable.	Male
9918	Mr [[President]], the [[Commission]] entirely agrees with Mr [[Macartney]] that it is important to strengthen local [[organizations]] and enhance their role in guaranteeing the linkages between emergency aid, rehabilitation and development.	Male,Amb,Male,Amb
9919	In fact, it is worth recalling that the British Minister of Labour at the time, [[Michael Portillo]], whom Mr [[Flynn]] will remember fondly, [[I]] am sure, wrote a letter to his colleague, the Foreign Minister, in which he said: ' This is a revised directive [[we]] are very keen on, but we must keep quiet about it, otherwise we will alarm our fellow [[Members]] of the European Union if we are seen to be too keen on it.'	Male,Male,Amb,Amb,Amb
9920	To be honest, Mr [[Spencer]], [[I]] am not as optimistic as you, because this [[Parliament]] came up with exactly the same analysis as the one expounded in Mr [[Schwaiger's]] report.	Male,Amb,Amb,Male
9921	Mr [[President]], [[I]] would like to thank the [[rapporteur]] and Mrs [[Fontaine]] in particular for their hard work in concluding this difficult negotiation, and also my [[colleagues]] on the Conciliation [[Committee]], who adopted a very pragmatic approach.	Male,Amb,Amb,Female,Amb,Amb
9922	The indexing of minimum rates introduced by Mr [[Cox]] is a good way of making the regulation simple and reliable.	Male
9923	"The toughest [[person]] [[I]] ever met in my life was my hero, my soldier, my son, [[Hunter]].	Male,Amb,Male
9924	[[Bart]], no doubt, doesn't care what you do."	Amb
9925	And he thought about his position as a Chinese [[artist]].	Male
9926	[[She]] is also [[author]] of Value in Ethics and Economics, and dozens of articles.	Female,Female
9927	"Well, [[I]] was fired and [[we]] all saw that," she said.	Female,Amb
9928	The [[songwriter]] also told Q that year that the abundance of [[infant]] and childbirth imagery on the album and his newfound fatherhood were coincidental.	Male,Amb
9929	[[Ligotti]] is mentioned and thanked in the acknowledgements of the book for challenging the [[author]] to present “Haunted Universe in its most pure and powerful form.”	Amb,Amb
9930	The video ends with [[Black]] walking off with her [[person]] of interest outside the [[police]] line.	Female,Amb,Amb
9931	The first half of the book had reminiscences of 13 male [[writers]] [[she]] had known or met over the years and the second half had a chapter for each [[member]] of her Académie des Femmes.	Male,Female,Female
9932	With the help of [[Cable]] and a flood orchestrated by [[Storm]], the [[X-Men]] simultaneously free the mutant [[slaves]] and destroy the [[Sentinels]].	Amb,Amb,Male,Amb,Amb
9933	As a [[writer]] she specialized in legal issues pertaining to rights of [[women]] and [[children]], and is associated with various [[organizations]] for the removal of all discrimination against women and supporting human rights.	Female,Female,Amb,Amb
9934	[[Harper]] received a $200 per week salary that likely opened new doors for her.	Female
9935	It was noted that the "brotherly interaction was front and center", and [[Charles]] was "beyond happy" that [[Sam]] confronted [[Dean]] about is behavior.	Amb,Amb,Amb
9936	Best known in his time as a [[publisher]], he is most familiar today as the composer of the waltz on which [[Ludwig van Beethoven]] wrote his set of thirty-three Diabelli Variations.	Male,Male
9937	The film begins with an epigraph from the Fourth Song of the Suffering [[Servant]] from [[Isaiah]].	Amb,Male
9938	An extremely popular trance [[lecturer]], she traveled about the United States until her death in 1861.	Female
9939	The [[Frank]] sisters were moved into an infirmary, which was in a state of constant darkness and infested with [[rats]] and [[mice]].	Female,Amb,Amb
9940	The TUF [[winner]] also received a Harley-Davidson motorcycle of his choosing and a six-figure UFC contract.	Male
9941	However, during their struggle [[she]] manages to kill the [[attacker]] by stabbing him in the neck with a meat thermometer.	Female,Male
9942	The analysis of the size of the code base may be deceptive because Koha stores [[user]] interface translations alongside actual source code and ohloh cannot always distinguish them.	Amb
9943	While still considering the contract, and in an effort to understand [[Christian]] psychologically, [[Ana]] asks him to demonstrate how he would "punish" her for rule breaking.	Male,Female
9944	Pontypool Park is the name given to the former [[principal]] residence of Pontypool (now a secondary school) and the 160-acre (0.65 km2) park that surrounds it.	Amb
9945	As a set-off to this, certain of the Arab [[politicians]] suggested that the country should be called "Southern Syria" in order to emphasise its close relation with another Arab State.	Amb
9946	[[Cox]] met [[Yoko Ono]] in 1961, after he saw some of her art work in an anthology and located her in Tokyo.	Male,Female
9947	The [[officer]] and his [[fellows]] took the [[converts]] and left.	Male,Amb,Amb
9948	After producing three "Pages" albums, [[Page]] and [[George]] formed Mr. Mister along with [[Steve Farris]] and [[Pat Mastelotto]].	Amb,Amb,Amb,Amb
9949	[[Madonna]] wanted three backup [[singers]], a team of male [[dancers]] and a succession of costume changes.	Amb,Amb,Male
9950	Wanting to help his new [[friend]], [[he]] had [[Donatello]] allow him to use knowledge in basic healing abilities to try and counteract the venom within [[Leo's]] system.	Male,Male,Male,Amb
9951	In his essay on ISKCON temple procedure, [[Kenneth Valpey]] writes of the significance of the lead [[singer]] being female – an "unthinkable" event in more traditional systems of [[Krishna]] worship, but consistent with [[Prabhupada's]] openness to having [[women]] in the role of temple priests.	Male,Female,Amb,Amb,Female
9952	His abilities as a [[pianist]] played a part in his early entry into show business.	Male
9953	[[Martyr]] frees herself with the help of [[Maelstrom]], and enables [[Mantis]] to call the other [[Guardians]] for help telepathically.	Female,Amb,Amb,Amb
9954	[[He]] refused to serve in the [[army]] commanded by Emperor [[Frederick II]], who was excommunicated.	Male,Amb,Male
9955	[[Lee]] said, "[[They]] sung it like [[sisters]] and what [[you]] mean to me nd there wasn't a dry eye in the house after they sang."	Amb,Female,Female,Amb
9956	[[She]] is a full-time [[professor]] at the UCLA School of Law and Columbia Law School, where she specializes in race and gender issues.	Female,Female
9957	Brown University, [[Paterno's]] alma mater, announced that it would remove Paterno's name from its annual award honoring outstanding male freshman [[athletes]] and stated his status in the Brown Athletic Hall of Fame would be placed under review.	Male,Male
9958	Her visit to his loft in order to pick up the wedding photographs soon blossoms into a full-blown affair, and [[Harper]] eventually moves in with [[Connie]] as he instructs her in the ways of art, in particular photography.	Male,Female
9959	[[She]] was a senior [[adviser]] to Senator [[Barack Obama]] until March 2008, when she resigned from his presidential campaign after apologizing for referring to then-Senator [[Hillary Clinton]] as "a monster."	Female,Female,Male,Amb
9960	This theme is reinforced by the [[band]], who refer to their male [[fans]] as "masters," their female [[fans]] as "princesses," and their concerts as "servings."	Amb,Male,Female
9961	A number of his sketches involve extended monologues (for example the [[customer]] in the "Travel Agency" sketch who won't stop talking about his unpleasant experiences with holidays), and [[he]] would frequently spoof the unnatural language and speech patterns of television [[presenters]].	Male,Male,Amb
9962	"The funny thing is that [[I]] use the Cândido family name, signalling the only part of my heritage that is actually Brazilian," she stresses.	Female
9963	Under King [[Henry VIII]], the Dissolution of the Monasteries saw the end of York's many monastic houses, including several orders of [[friars]], the hospitals of St Nicholas and of St Leonard, the largest such institution in the north of England.	Male,Amb
9964	"Mother [[Teresa]] Humanitarian Image A 'Myth,' New Study Says".	Female
9965	Apart from [[Dani]], it focuses on a [[journalist]], a [[doctor]], a [[student]], [[traffic officer]], a [[cook]], a [[firefighter]] and a [[flight attendant]] where all are women.	Amb,Female,Female,Female,Female,Female,Female,Female
9966	Although [[Paraná]] staunchly opposed the abolition of the transatlantic African [[slave]] trade, the importation of slaves was abolished in 1850 by the Eusébio de Queirós Law.	Amb,Amb
9967	The [[athlete]] suffered several bouts of tonsillitis, which made her lose a lot of pace training.	Female
9968	In the 1960s, his ideas were adapted by some U.S. college [[students]] and other young counterculture-era [[organizers]], who used them as part of their strategies for organizing on campus and beyond.	Amb,Amb
9969	Born female, the [[customer]] grew up as "Jane" in an orphanage.	Female
9970	Within a week of her death, her New York editor, [[Horace Greeley]], suggested to [[Emerson]] that a biography of [[Fuller]], to be called Margaret and Her Friends, be prepared quickly "before the interest excited by her sad decease has passed away".	Amb,Amb,Female
9971	Even so, during the 1960s female action stars like [[Cheng Pei-pei]] and [[Connie Chan Po-chu]] were prominent alongside male stars, such as former swimming champion [[Jimmy Wang Yu]], and they continued an old tradition of female [[warriors]] in wuxia storytelling.	Female,Female,Male,Female
9972	In order to save the honor of the [[mother]], her [[relatives]] took her [[infant]] and moved him to the nearby town of Bolaños de Calatrava, being raised in this town and in Aldea del Rey, run by [[Sancha López del Peral]].	Female,Amb,Male,Amb
9973	[[Weaver]] is a Lansdowne Professor and, prior to his election to the BC Legislature, was the Canada Research Chair in climate modelling and analysis in the School of Earth and Ocean Sciences at the University of Victoria, where he has worked for 25 years.	Male
9974	[[Tenten]] (テンテン) is a member of Team [[Guy]] who longs to prove that a female [[ninja]] can be just as skilled as a male [[ninja]].	Female,Male,Female,Male
9975	[[Gabriel]] and his brother Prince [[Ivan]], born a year earlier, were the first to suffer the effects of the reforms of Emperor [[Alexander III]], his [[father's]] cousin, who decreed that in the name of economizing the state budget, only the [[children]] and [[grandchildren]] of the reigning [[sovereign]] would bear the title of grand duke.	Male,Male,Male,Male,Male,Male,Male
9976	The [[Saint]] spared her life and [[Thetis]] ended rescuing [[Julian Solo]] from the collapse of the Underwater Sanctuary after [[Athena]] removed [[Poseidon's]] soul from him.	Female,Amb,Male,Amb,Amb
9977	[[White]] has been a prolific stage actress, getting her start in regional theatre.	Female
9978	[[She]] now practices as a [[lawyer]] in the capital city.	Female,Female
9979	In Xochicalco, depictions of the feathered [[serpent]] are accompanied by the image of a seated, armed [[ruler]] and the hieroglyph for the day sign 9 Wind.	Amb,Amb
9980	An earlier memoir by the [[author]] had recounted his aviation experiences in the Sahara Desert, and he is thought to have drawn on those same experiences in The Little Prince.	Male
9981	[[She]] achieved her first [[teacher]]'s certificate in 1839, at only 17 years old.	Female,Female
9982	While [[he]] was preparing for his debut as an idol [[singer]], he was cast in Mnet's drama Perseverance Goo Hae-ra in 2015 after going through several auditions.	Male,Male
9983	[[She]] is a [[professor]] at the Centre of African Studies, Eduardo Mondlane University in Maputo, Mozambique.	Female,Female
9984	[[Jason Dohring]] was cast in the recurring role of Mr. [[Carpenter]], a teacher at the high school [[Siobhan's]] step-daughter [[Juliet]] attends.	Male,Male,Amb,Female
9985	Together, [[they]] have two daughters, [[Stephanie]] (born in 1992), and [[Cassidy]] (born in 1996).	Amb,Female,Female
9986	All of the [[dancers]] sing although there are usually lead [[singers]].	Amb,Amb
9987	Subsequently, in the chorus is [[Burke]] and her male [[dancers]] performing the main dance routine which is occasionally interrupted to show shots of Burke in the gym and singing in front of the glitter wall.	Female,Male
9988	[[Potter]] was cast as Ariel in the Voyage of the Little Mermaid.	Amb
9989	[[Trico]]'s size and agility allow it to reach areas that the [[boy]] cannot reach alone, and fight off [[guards]] who attempt to capture the boy.	Amb,Male,Amb
9990	Her [[photographer]] turned out to be the wife of a top MRTA [[leader]], a fact which [[Berenson]] stated she was unaware of at that time.	Female,Amb,Female
9991	Chutney is unusual in the predominance of female [[musicians]] in its early years, although it has since become more gender-mixed.	Female
9992	Strong Female [[Protagonist]]	Female
9993	[[UFOlogists]] claim that the psychosocial hypothesis is occasionally confused with aggressive anti-ETH debunking, but that there is an important difference in that the PSH [[researcher]] sees UFOs as an interesting subject that is worthy of serious study, even if it is approached in a skeptical (i.e. non-credulous) way.	Amb,Amb
9994	As [[Ayame]] was about to leave, a young female [[ninja]] stood in her way.	Female,Female
9995	[[Christian]] described her character as "sensual" and "striking".	Female
9996	The [[wolf]] will pretend to be their mother and convince the [[kids]] to open the door.	Female,Amb
9997	[[Augusta]] preferred to stay with her niece, [[Louise Augusta]] of Denmark in Augustenburg, but [[Marie]] accepted the offer and joined the [[king]] and [[queen]] of Sweden with her [[children]] at Malmö, were the royal [[family]] stayed without the royal [[court]] at the time to be close to the war during the difficult situation.	Female,Female,Female,Male,Female,Amb,Amb,Amb
9998	A [[specialist]] in melodrama, her most famous film was Smilin’ Through (1922), but she also scored artistic triumphs teamed with director [[Frank Borzage]] in Secrets (1924) and The Lady (1925).	Female,Amb
9999	The song was used for a 2009 Australian [[Idol]] advertisement.	Amb
10000	[[Members]] of the 42nd Armoured Brigade of the 4th Armoured Division, the Syrian Arab Army, launched fierce artillery attacks on [[rebel]] positions.	Amb,Amb
10001	In an interview with the New York Times, [[Sugar]] discussed developing the background of the show's [[protagonist]], saying she wanted to base the character's viewpoint on her [[brother]] growing up "where you're so comfortable in your life because you get all the attention, but you also want to rise up and not be the little brother".	Female,Amb,Male
10002	Her work on RTP includes being an outdoor [[reporter]] on Bom Dia Portugal, on the broadcasts of Volta a Portugal, Operação Triunfo, Praça da Alegria and was a presenter on "Só Visto" alongside [[Hélder Reis]], as well as other special broadcasts.	Female,Amb
10003	Her name appears as [[author]] citation for several genera and species of [[fish]].	Female,Amb
10004	Kylie was the first album by a female solo [[artist]] to exceed sales of two million in the UK, and is the 58th best-selling album of all time. and was the best selling album by a female artist of the 1980s by a female artist.	Female
10005	She was a [[cat]], she was frightful. . . .	Female
10006	Strikes had helped bring down [[Heath's]] government, and [[Thatcher]] was determined to succeed where he had failed.	Amb,Male
10007	Pope [[Eugene]] encouraged Marseilles, Pisa, Genoa, and other Mediterranean cities to fight in Iberia.	Male
10008	As a [[pioneer]] that established the smartphone industry, it was the most popular smartphone OS on a worldwide average until the end of 2010—at a time when smartphones were in limited use—when it was overtaken by Android, as Google and its [[partners]] achieved wide adoption.	Amb,Amb
10009	She is a [[patron]] of the Elton John AIDS Foundation.	Female
10010	Some 97 percent of male BYU [[graduates]] and 32 percent of female [[graduates]] have served as LDS missionaries.	Male,Female
10011	A Femen [[activist]] was arrested when she exposed her breasts in protest.	Female
10012	[[Carpenter]] made her W-League debut for [[Western Sydney Wanderers]] in 2015 at the age of 15.	Female,Amb
10013	He is the [[author]] of several important results in combinatorics (especially additive combinatorics), harmonic analysis and other areas.	Male
10014	[[She]] has been appointed as a Science [[Adviser]] of the Ministry of Education, Culture, Sports, Science and Technology (MEXT), Japan as of April 2016.	Female,Female
10015	The name plate reads "G Em", revealing [[Gem]]'s name as the keys G and E minor.	Amb
10016	[[Miller]] wrote and directed her first film, Angela, in 1995.	Female
10017	Category: [[Athletes]] (track and field) at the 1992 Summer Olympics	Amb
10018	[[Lead]]	Amb
10019	[[Christine]], Princess de Ligne	Female
10020	The [[Leader]]	Amb
10021	Empress [[Michiko]]	Female
10022	2005 film of [[Walt Disney]] pictures	Amb
10023	Category: South Korean female [[dancers]]	Female
10024	[[Servant]] of sin	Amb
10025	Silver ball South American [[Footballer]] of the Year	Amb
10026	[[professional]]	Amb
10027	Dom [[Benedictine]]	Male
10028	Fucking [[Brian]]	Amb
10029	Sports [[Writer]]	Amb
10030	Grand Duchess [[Marie Adelaide]]	Female
10031	[[Diana]], Duchess of Rothesay	Female
10032	Domestic [[worker]] girl	Female
10033	[[Luis]], Prince Imperial of Brazil	Male
10034	Catholic [[Saint]]	Amb
10035	Promotional [[model]]	Amb
10036	Empress [[Catherine the Great]]	Female
10037	History [[teacher]]	Amb
10038	Vietnamese female [[models]]	Female
10039	San [[Juan]] Atitán	Amb
10040	[[assistant]] engineering	Amb
10041	Monmouth County Freeholder [[Director]]	Amb
10042	[[Regina]] (concubine)	Female
10043	Olympic [[medalists]] in gymnastics (women)	Female
10044	The [[Mayor]] of Nis has just written a letter saying that Energy for Democracy was a model of the sort of political support [[we]] should be providing in his country.	Male,Amb
10045	the [[spouse]] or non-married [[partner]] of the [[applicant]] (including same-sex partners); although it should be noted that the provision covering non-married partners only applies in Member States where the position of non-married couples is comparable to that of married [[couples]];	Amb,Amb,Amb,Amb
10046	[[I]] have in mind Mrs [[Martens]] and Mr [[Sacconi]] and our cooperation with them.	Amb,Female,Male
10047	From this angle, the establishment of a European Food Authority represents the base line, the first step towards bringing protection up to speed and responding to [[consumers']] demands and also their fears.	Amb
10048	[[I]] turn to the important subject of frontloading, which has been mentioned by Mr [[Maaten]] in his draft resolution and by many other [[Members]].	Amb,Male,Amb
10049	We need to give [[them]] the means to travel and to receive education and healthcare because ultimately we, the [[women]] of the same world as them, are a little anxious.	Female,Female
10050	That does not, however, mean, as Mr [[Pirker]] maintains, that [[we]] are undermining the right of asylum.	Male,Amb
10051	- (FR) For any normal [[person]], freedom of movement means that any [[individual]] who is a citizen of an EU country or who has come from outside the European Union and now lives within it may move and reside within the EU as he sees fit.	Amb,Male
10052	If [[we]] keep arguing about the role of the EU and the UN, in the end there will only be one [[victim]] and that is the Iraqi [[people]].	Amb,Amb,Amb
10053	[[I]] have noted that if the Union uses decisions to step on the areas of immigration and criminal law, this will necessitate a uniform interpretation.	Amb
10054	[[We]] should set an example, and [[I]] am disappointed with the [[Social Democrats]], who do not care about [[families]] with [[children]], who put [[people]] down, and who seem contemptuous of families with children.	Amb,Amb,Amb,Amb,Amb,Amb
10055	Hopefully, the [[Commission]] has stuck to the view presented by Mr [[Piebalgs]], that nuclear power is not a renewable form of energy.	Amb,Male
10056	When the first Barroso Commission was appointed in 2004 there were nine female [[commissioners]] out of 25.	Female
10057	[[I]] deplore the fact, however, that the Centre has not comprehensively fulfilled its obligation to send to the [[authority]] responsible for discharge a report drawn up by its [[Director]] summarising the number of internal audits conducted by the internal [[auditor]].	Amb,Amb,Amb,Amb
10058	Let [[me]] start with precarious women [[workers]].	Amb,Female
10059	Mr [[President]], does the [[speaker]] appreciate that the so-called EU funds which she referred to as having been received by her [[constituents]] are simply the UK's own money being returned, but being returned only in part and after the European Union has skimmed off its [[croupier's]] share?	Male,Female,Amb,Amb
10060	At the same time, it strengthens the areas of prevention and [[victim]] protection, paying particular attention to [[children]] and other vulnerable [[groups]].	Amb,Amb,Amb
10061	To close, [[I]] call on you [[Madam President]], as a female president, to circumvent the rules and to give the floor to the remaining ten female [[speakers]] for this special ceremony for [[Women's]] Day.	Amb,Female,Female,Female
10062	Seen as a whole, this is an important contribution towards replacing the status of [[women employees]] with that of female working [[citizens]], and in quantitative terms it is a significant contribution.	Female,Female
10063	[[I]] therefore ask that the [[author]] of these remarks and these actions apologise or withdraw her remarks.	Amb,Female
10064	Allow [[me]], in conclusion - and there I will be answering some of the concerns which have been raised, in particular at the end by Mrs [[Torres Marques]], Mr [[Ettl]] or Mr [[Katiforis]] - first of all to say that the Stability and Growth Pact is nothing more or less than the Maastricht Treaty.	Amb,Female,Male,Male
10065	Furthermore, [[I]] should like to congratulate and thank Mr [[Tillich]] for his willingness to show flexibility in order to arrive at the broadest possible consensus.	Amb,Male
10066	For example, Mrs [[Albright]] is acting in a manner directly opposed to Mr [[Baker]].	Female,Male
10067	The detailed and dispassionate report by Mrs [[Palacio Vallelersundi]] points out the efforts that must realistically be made in the mid-term.	Female
10068	But whilst sharing the pleasure of finally finding, once again, a certain leeway in the freedom of establishment, [[I]] still wonder why a [[lawyer]] would register at the Bar of another Member State whose law he does not know.	Amb,Male
10069	Madam [[President]], [[Commissioners]], one of the most important aims of this reform is concentration.	Female,Amb
10070	[[I]] should like to point out that - contrary to the impression which Mrs [[Zimmermann]] and Mrs [[Van Lancker]] sought to give - this is not a question of whether [[refugees]] are admitted into the EU or not.	Amb,Female,Female,Amb
10071	[[We]] consider this [[Council]] decision to be a fatal error because it will permanently encumber rather than foster relations with this important and reliable [[ally]].	Amb,Amb,Amb
10072	[[She]] was also seen as a cosmic [[goddess]] more generally.	Female,Female
10073	All were third or fourth generation descendants of one wild [[tigress]] from Fujian and five [[tigers]] from Guizhou.	Amb,Amb
10074	She is the [[author]] of the 2000 book The Legacy of Luna and co-author of One Makes the Difference.	Female
10075	It is for that reason that the [[narrator]] believes the [[seraphim]] caused her death.	Female,Amb
10076	As a younger [[son]], he would not inherit his [[father's]] property, so he entered the [[army]].	Male,Male,Amb
10077	At the start of the third season, [[she]] is pursuing a career as a solo [[artist]], and dealing with the consequences of an unexpected pregnancy.	Female,Female
10078	[[He]] appeared as [[Izzie's]] high school [[teacher]] who needs treatment for dementia in Grey's Anatomy (2009).	Male,Amb,Male
10079	However, the British [[singer]] confirmed in August 2009 on his official website that the entire album was produced by [[Trevor Horn]], and added that it was recorded in London.	Male,Amb
10080	"[[Obama]] Invites Flight 1549 [[Pilot]] and [[Crew]] to Inauguration".	Amb,Amb,Amb
10081	In particular, it was argued that [[Milošević]] ought to have a prominent resting place in the "Alley of the Greats," where other Serbian [[leaders]] are buried, which the [[Tribunal]] rejected such requests.	Amb,Amb,Amb
10082	On the fifth and last day in New York, the [[participant]] showed off her new look to [[Stacy]] and [[Clinton]]—in three of her new outfits.	Female,Amb,Amb
10083	Only two people (a [[fan]] of [[his]] who happened to be around and a [[neighbor]]) attended his funeral.	Amb,Male,Amb
10084	[[Jet]] has made friends with neighborhood [[kids]], including [[Sydney]], [[Mindy]], and [[Sean]], whose [[parents]] work at the nearby Deep Space Array.	Amb,Amb,Amb,Amb,Amb,Amb
10085	As a [[teen]], [[he]] played in different local rock [[bands]] including [[The Way We]] Dress and [[Night Shift]].	Male,Male,Amb,Amb,Amb
10086	"My [[father]] hit [[me]] with a flyswatter," she told the [[court]], "because he had arthritis and his hands were not of much use.	Male,Female,Amb
10087	After educating them as his own [[daughters]], [[he]] sent them back to Messina, their homeland, and to their [[fathers]].	Female,Male,Male
10088	Colville-Okanagan was an exclusively oral form of communication until the late 19th century, when [[priests]] and [[linguists]] began transcribing the language for word lists, dictionaries, grammars, and translations.	Male,Amb
10089	It is the fourth [[daughter]] of the [[presenter]], including [[Cintia]] and [[Silvia Abravanel]], daughters of the first marriage of [[Silvio Santos]].	Female,Amb,Female,Female,Amb
10090	[[She]] began living in a one-bedroom apartment in Manhattan, which she shared with four other female [[students]].	Female,Female
10091	In December 2008, [[she]] was appointed as the first and only female [[mayor]] in Afghanistan.	Female,Female
10092	"Nepalese [[teen]] named world's shortest man".	Male
10093	[[Who]] Was Who in the D'Oyly Carte Opera Company.	Amb
10094	The college [[men]] and [[Principal]] decide to form a fraternity house.	Male,Amb
10095	[[He]] also won the Hickok Belt, awarded to the best professional [[athlete]] of the year.	Male,Male
10096	In the season two premiere, it is revealed [[she]] is living in Greendale and "teaching" another young male [[student]], before she is strangled to death by [[Black]] [[Hood]] with her own cello bow.	Female,Male,Female,Amb
10097	Each [[seller]] would vary her output based on the output of the [[other]] and the market price would be determined by the total quantity supplied.	Female,Amb
10098	Perhaps due to the anaesthesia, the [[Doctor]] did not regenerate immediately after death, unlike all previous occasions; he finally did so several hours later, while lying in the hospital's morgue.	Male
10099	The way the eyeball of one of [[Jason]][[']][[s]] [[victims]] pops out of his skull and seems to sail over the [[audience's]] head is alone worth buying a ticket and putting on funny glasses."	Male,Amb,Male,Amb,Amb
10100	According to a report, some Chinese [[fans]] voiced objections over the choice as they felt that it was inappropriate for a Japanese [[actor]] to portray an important Chinese historical [[figure]].	Amb,Male,Amb
10101	After [[Lucy]] speaks with Professor [[Norman]] and provides proof of her developed abilities, she flies to Paris and contacts a local police captain, [[Pierre Del Rio]], to help her find the remaining three packets of the drug.	Female,Amb,Amb
10102	[[They]] provide information for the [[Hero]] to help him track down [[Payne]], while sabotaging the [[Jackals']] operations in the Upper City, as well as meeting a fight club-operating businessman named [[Songan]].	Amb,Male,Amb,Amb,Male
10103	Although the main [[clientele]] for soaplands are males, there are also a few soaplands specifically for female [[clients]].	Male,Female
10104	[[Ash's]] former [[patron]] and later adopted father, he has groomed Ash since he was a child to be his sex slave and heir to his criminal empire.	Male,Male
10105	The [[queen]] of the Melipona subnitida typically only mates with one [[male]], resulting in high relatedness between female [[offspring]] of 0.75 since males are haploid so [[sisters]] are 100% related through the male line and half related through the female.	Female,Male,Female,Female
10106	Her representation in stained glass at Llandyrnog and Llanasa focusses on her learning and her status as an honorary [[martyr]], but the third aspect of her life, her religious leadership, is also commemorated visually.	Female
10107	In 2014, the Spanish newspaper "El Diario" published a story about the [[model]] and emphasised her title of Miss Butt and considered her the muse of the 2014 FIFA World Cup.	Female
10108	Nattevagt (1894, "Night Watch") deals with a courageous and revolutionary [[artist]] who is nevertheless a frustrated failure as a husband.	Male
10109	[[Busse's]] image was used by at least one brothel [[owner]] to promote her business.	Amb,Female
10110	The [[singer]] further elaborated that he went back to his roots, but also "added some extra spice to it".	Male
10111	As a [[lawyer]] and a member of the Catholic cultural center Centro Don Bosco, in 2017 she staged an action against the humorous Porta dos Fundos, by virtue of its video parodying the sky in Catholicism.	Female
10112	[[They]] were the official [[cameramen]] of the most important [[figures]] in bullfighting of that time.	Male,Male,Amb
10113	The [[winner]] of the award leaves a permanent mould of his footprints on "The Champions Promenade", on the seafront of the Principality of Monaco.	Male
10114	In April 2008, [[Dean]] had accepted an invitation to speak in Southampton at an event commemorating the 96th anniversary of the sinking, but ill health resulting from a respiratory infection forced her to cancel.	Female
10115	As well as writing many Upstairs, Downstairs, Thomas & Sarah and The Duchess of Duke Street novels, she was also the [[creator]] of the Doran Fairweather novels and wrote three Juliet Bravo books.	Female
10116	Swiss [[researcher]] have indicated that mass media ask male [[scientists]] more often to contribute on shows than they do their female [[fellow scientists]].	Amb,Male,Female
10117	A passionate student, [[Goldman]] passed the exam for admission into a gymnasium, but her religion [[teacher]] refused to provide a certificate of good behavior and she was unable to attend.	Female,Amb
10118	There is some debate over whether the Romani [[people]] came to Wallachia and Moldavia as free men or as slaves.	Male
10119	[[She]] became the Hopper [[Professor]] at Yale in 2008.	Female,Female
10120	This is most clearly spelled out in the Habakkuk Pesher (1QpHab), where the [[author]] of the text asserts that [[God]] has made known to the [[Teacher]] of Righteousness, a prominent figure in the history of the Essene [[community]], "all the mysteries of his servants the [[prophets]]" (1QpHab VII:4-5).	Amb,Male,Male,Amb,Amb
10121	Also noted was that the rain used in the sequence between the church and the hearse wasn't planned for, but the [[director]] used it to his advantage, as it set the mood of a funeral.	Male
10122	[[Garrett]] denied any involvement, stating that he was out of town when the incident occurred and that he didn't initially file a [[police]] report because his building [[manager]] had already filed one.	Male,Amb,Amb
10123	In many concentration camps there were sections for female [[detainees]] (notably at Auschwitz and Bergen-Belsen) but the camp at Ravensbrück, opened in May 1939, distinguished itself as a camp solely for [[women]], by 1945 numbering about 100,000 [[prisoners]].	Female,Female,Female
10124	Immediately after his death, [[George Mouzalon]], aware of his vulnerability and his complete lack of support, called an assembly of the leading [[nobles]], [[officials]], and military [[commanders]].	Male,Amb,Amb,Amb
10125	Despite the injury, [[Green]] was named to his sixth straight Pro Bowl on December 20, 2016.	Male
10126	[[Newton]] became the first player to win five NFC Offensive Player of the Week awards in a nine-week span within a season and his five awards tied for the most in a season in NFL history ([[Tom Brady]], 2007).	Male,Amb
10127	[[Author]] of The Permanent War Economy and Pentagon Capitalism, he was an economist, writer, and gadfly of the military-industrial complex.	Male
10128	[[Ward]] finished her review by saying that it was "satisfying to see a show come together as [[30 Rock]] past few weeks - settling into its rhythm finding its feet".	Female,Amb
10129	When a [[player]] indicates they are not, the game provides access to a chatroom populated by other [[players]] who have completed the game.	Amb,Amb
