id	source with headwords	gender labels of headwords
10292	From 1982 to 1990, while working as a [[researcher]] at the Centre national de la recherche scientifique (CNRS), [[she]] developed a global network of seismic stations known as GEOSCOPE to study earthquakes and the interior structure of the earth.	Female,Female
10293	On Christmas Day, [[Babe]] justifies his existence by alerting [[Hoggett]] to [[sheep rustlers]] stealing sheep from one of the fields.	Male,Amb,Amb
10294	[[Women]] who find it acceptable for [[men]] to use violence against female [[partners]] may view themselves as less valuable than men.	Female,Male,Female
10295	This version features some of the lyrics that were re-written and sung by [[Potter]] herself.	Female
10296	In doing so, [[he]] was found and captured by [[Magneto]], who had [[Mastermind]] extract the location of the other half of the stone from his mind.	Male,Amb,Amb
10297	Female [[Warriors]]" (泣くな!女戦士, Naku na!	Female
10298	Broken and beaten, [[Zemo]] was taken in by a female [[scientist]] calling herself "The Baroness" who modeled herself after [[Heinrich]].	Amb,Female,Amb
10299	The aircraft were also flown by "[[barnstormers]]" and sportsmen [[pilots]].	Amb,Male
10300	His first experience with the [[military]] was as a [[teen]] at the Citizens Military Training Camp at Fort Benjamin Harrison, Indianapolis, Indiana, during the summers of 1939 and 1940.	Amb,Male
10301	The first King's Quest game features a fairy [[godmother]] of the main character [[Graham]] who can grant him invincibility.	Female,Male
10302	In his first game as a collegiate [[coach]], [[William]] [[& Mary]] routed VMI, 54–6.	Male,Male,Amb
10303	Eventually becomes an [[antagonist]] in the story when she tries to kill her [[children]] in order to gain her [[father's]] inheritance.	Female,Amb,Male
10304	[[They]] are personified as [[daughters]] of [[Daksha]] and as wives of [[Chandra]] known as the Moon God (who reluctantly married the 26 other [[nakshatra's]] on Daksha's request even though he was only interested to marry [[Rohini]]), or alternatively the daughters of [[Kashyapa]], the brother of Daksha.	Female,Female,Male,Male,Amb,Amb,Male
10305	These games also included re-worked versions with female [[protagonists]], Philly Flasher (Beat 'Em & Eat 'Em), Bachelorette Party (Bachelor Party), and General Retreat (Custer's Revenge).	Female
10306	The incomplete manuscript was rounded off using material from the synoptic web-bio [[Black]] published on his website, and extracts from various interviews Black gave.	Male
10307	For these [[authors]], the alternative reflects one of the clashes effectively existent in the Argentine politics of that time: between the illustrated [[classes]], based on the principles of the theoretic right of the millenary European tradition; and the pragmatic provincial [[leaders]], men of action rather than theory.	Amb,Amb,Male
10308	Many of the great tragic stories (e.g. [[Agamemnon]] and his [[children]], [[Oedipus]], [[Jason]], [[Medea]], etc.) took on their classic form in these tragedies.	Male,Amb,Amb,Amb,Amb
10309	A group of travelling [[singers]] arrives and [[Amleto]] decides to have them stage a play depicting a regicide similar to his [[father’s]], so he can observe [[Claudio’s]] reaction.	Amb,Male,Male,Amb
10310	The collection appears to have been compiled from two different versions: according to some verses, there were 300 [[men]] of the Gododdin, and only one, [[Cynon ap Clydno]], survived; others have 363 [[warriors]] and three [[survivors]], in addition to the [[poet]], who as a bard, almost certainly would not have been counted as one of the warriors.	Male,Male,Amb,Amb,Amb
10311	Titled "As Days Go By", it was sung by [[Frederick]] with a back-up chorus of male [[singers]].	Amb,Male
10312	"Insight Venture [[Partners]] Closes Sixth Fund at USD1.25bn".	Amb
10313	As the [[trio]] sets off, the [[Doctor]] discreetly uses the TARDIS scanner to attempt to determine if [[Amy]] is pregnant.	Amb,Amb,Female
10314	She has been a [[photographer]] for 30 years.	Female
10315	[[Lincoln]] nicknamed [[Welles]] his "Neptune."	Male,Amb
10316	However, when he attempts to save an [[astronaut]] from his crashing capsule (the same situation from which he was saved by [[Spider-Man]] in mainstream continuity), his rocket pack runs out of fuel, but [[Jameson]] heroically sacrifices his life by using his own body to cushion the capsule's impact.	Male,Male,Male
10317	"Leave [[me]] my [[wife]]", [[he]] begged her [[physicians]], and when he learned that she had no choice, he made plans to join her briefly.	Male,Female,Male,Amb
10318	[[Gittings]] was sure that she would be fired, but her [[boss]], a woman, stated cryptically that she was familiar with the topic, having served in the [[armed forces]].	Female,Female,Amb
10319	The [[lead]] may also bring the [[follower]] behind him/her, giving the appearance of having swapped roles but with the lead still in control, and the lead may then bring the follower back in front.	Male,Amb
10320	At a gas station on the outskirts of town, [[Nancy]] first encounters the ill-esteem in which the [[locals]] hold [[Wilbur]].	Amb,Amb,Amb
10321	[[Fox's]] [[secretary]] was the mother of one of the [[men]] who worked with Alcoholics Anonymous co-founder [[Bill W.]], and partly as a result of this connection early AA [[groups]] often went to hear Fox.	Amb,Female,Male,Amb,Amb
10322	[[Carrie]] is quirky, difficult, beautiful, and quick to speak her mind, so when she answers [[Kevin's]] ad for a part-time baby [[sitter]] for the [[girls]], he is convinced she's nothing but trouble and is in favor of their next door neighbor Mrs. [[Baker]] baby sitting [[Mary]][[-]][[Kate]] and [[Ashley]].	Female,Male,Amb,Female,Female,Amb,Female,Amb,Female
10323	After the demise of the first stage of her film career, [[Fuller]] apparently suffered a nervous breakdown following a failed affair with a married opera [[singer]].	Female,Female
10324	American [[Nurse]], who coached the [[Birmingham Bullets]] to the Wembley Championship two years earlier, had also made his mark in European basketball with top Belgian team [[Oostende]] before taking the helm at the new-look [[Giants]].	Male,Amb,Amb,Amb
10325	At Lane College, [[Jones]] became a three-time All-Southern Intercollegiate Athletic Conference (SIAC) player his sophomore, junior and senior seasons as well as an excellent punt/kick returner.	Male
10326	[[He]] remains a controversial personality in Italy due to his blunt style and the focus of some of his works on taboo sexual matters, but he is an established major figure in European literature and cinematic arts.	Male
10327	[[I]] just drank some red wine, dimmed the lights, got in the booth and sang it", she explained.	Female
10328	[[Wesley Gibson]] is a loser cubicle rat who is abused by almost [[everyone]] in his life, including his female overweight African-American [[boss]], a local Latino [[gang]], his unfaithful [[girlfriend]], and his best [[friend]] with whom his girlfriend is having an affair.	Male,Amb,Female,Amb,Female,Female
10329	From 2013 to 2017, [[she]] served as the [[Executive]] Director/Publisher at The Feminist Press at the City University of New York (CUNY), a feminist institution founded by [[Florence Howe]] in 1970.	Female,Female,Amb
10330	In 1585, under the Treaty of Nonsuch, [[Elizabeth I]] sent the [[Earl of Leicester]] to take the rule as lord-regent, with 5,000 to 6,000 [[troops]], including 1,000 [[cavalry]].	Amb,Male,Amb,Amb
10331	[[Dean]] recorded an updated version of her 1985 single, "They Say It's Gonna Rain".	Female
10332	Although the size of a human [[toddler]], [[he]] had disproportionately powerful strength.	Male,Male
10333	[[Rudolph]] refuted [[Ottokar's]] succession to the Babenberg patrimony, declaring that the provinces must revert to the Imperial crown due to the lack of male-line [[heirs]] (a position that however conflicted with the provisions of the Austrian Privilegium Minus).	Amb,Amb,Male
10334	A grand [[demon]] considered to be as strong as [[Beelzebub]], she is ranked 29th in Hell.	Female,Female
10335	One of the [[founders]] of the Margherita Party, in July 2001 [[he]] joined the Constituent Committee of that party, which becomes the coordinating organ of the national party.	Male,Male
10336	[[She]] then left Madison and drove to New Hampshire to work for the "Bartlet for America" campaign, even going so far as to pretend she'd already been hired as [[Josh Lyman's]] [[assistant]].	Female,Amb,Female
10337	[[She]] found her [[victims]] in three middle-aged [[women]], all neighbours.	Female,Female,Female
10338	A [[demon]] attempts to punch [[her]] in the stomach, and his hand goes straight through, but it is sliced to ribbons on the other side.	Male,Female
10339	In 1999, [[she]] formed the girl group Z-1 with three fellow Japan Bishōjo Contest [[participants]].	Female,Female
10340	A fifth character, the horse, is implied in rapid triplet figures played by the [[pianist]] throughout the work, mimicking hoof beats.	Amb
10341	[[Page]] then moved into the World Championship picture again by facing [[Scott Steiner]].	Amb,Amb
10342	While this may have been advantageous while fighting from fixed fortifications, it cannot have been very practical for the [[user]] of the rifle to carry a long feed belt with him in the field.	Male
10343	[[He]] ran for [[mayor]] of the city of Vancouver in 1996, 2002 and 2008.	Male,Male
10344	During his time as an [[editor]], [[he]] wrote a collection of poems to be included in the anthology I novissimi (1961), which included works by [[Elio Pagliarani]], [[Edoardo Sanguineti]], [[Alfredo Giuliani]], and [[Nanni Balestrini]].	Male,Male,Amb,Amb,Amb,Amb
10345	The election of the [[Head of State]] of Costa Rica in 1844 was the first Costa Rican election in which the system of direct suffrage was used to elect the Supreme Head of State, in accordance with the provisions of the Constitution of April 9, 1844.	Amb
10346	She resides at the Snoring Dragon Inn as an [[assistant]].	Female
10347	As [[Broomfield]] investigates the claims surrounding [[Cobain's]] death, his emphasis moves from the murder theories and onto an investigation of [[Love]] herself, including an accusation that she supports the suppression of free speech, and her fame after Cobain's death.	Male,Amb,Female
10348	1686 – 1743) was an English scientific [[writer]] who was the only known woman to have participated openly in the 18th-century debates and discussions over the solution to finding longitude at sea.	Female
10349	When she was 18 years old, [[Porter]] moved to New York to audition for Broadway shows.	Female
10350	There is a scene where [[Page]] is sitting in a church when a [[Harris's Hawk]] flies in through the window and lands next to him on the pew and they exchange a gaze.	Male,Amb
10351	Some [[pilots]] thought the original 260 hp (190 kW) Cherokee Six was underpowered, so on 27 May 1966, Piper obtained FAA type certification for a 300 hp (220 kW) version, designated as the PA-32-300.	Amb
10352	As a [[writer]], [[she]] worked in various genres, including novel, theater, chronicle, poetry, as well as radio and cinematographic libretos.	Female,Female
10353	A [[critic]] from the Diario de Barcelona recalled that following the 1896 premiere of [[Feliú i Codina's]] stage play María del Carmen, he heard another [[critic]] tell the author, "For God's sake don't allow [[anyone]] to set this to music."	Male,Amb,Amb,Amb
10354	After [[Yui]] introduces the [[X-]][[Men]] to herself and her [[staff]], [[Mastermind]] (as Jun) distances himself from the [[heroes]].	Female,Amb,Male,Amb,Male,Amb
10355	It doesn't bother [[me]]," he said.	Male
10356	[[Males]] were again found to be taken for longer periods of time on average, with two in five males that were abducted for more than two weeks not having returned.	Male
10357	[[She]] is the current [[director]] of the Uruguyan Instituto Nacional de las Mujeres (INMUJERES) (National Institute of Woman) and served as vice-chair on the Inter-American Commission of Women from 2013-2015.	Female,Female
10358	[[Loa]] takes down a [[Sentinel]] on her own by phasing through its head, something which impresses [[Rogue]] who says how proud of [[Alani]] she is.	Female,Amb,Female,Amb
10359	[[She]] was [[Editor]] in Chief of Peace of the two worlds, echo of peace, commerce, industry, sciences, literature and arts society" (La Paix des deux mondes, écho des sociétés de la paix, du commerce, de l'industrie, des sciences, de la littérature et des arts) from 15 February to 17 October 1844.	Female,Female
10360	[[Mamães]] e Filhotes ([[Moms]] and Babies): A local where [[you]] can see [[babies]] of many different species of [[animals]] who live in the park, there is baby bottle time where the [[visitors]] can feed the little [[goats]].	Female,Female,Amb,Amb,Amb,Amb,Amb
10361	In 2011, her first full-length album, Dream with Me debuted at No. 2 on the Billboard 200 chart, and she became the youngest top-5 debut [[artist]] in UK history.	Female
10362	Bearing in mind these limits, it will be rather difficult, when [[we]] set out to assess the new common foreign and security policy structures in terms of defence, to say to the Military [[Committee]] or the Military [[Staff]] that half of their [[soldiers]] should be female.	Amb,Amb,Amb,Female
10363	So the [[Council's]] compromise is inadequate in every way, and [[we]] assume that there will be more change in this area.	Amb,Amb
10364	In this respect, [[I]] welcome the recent proposal by the Spanish [[Presidency]] to set up a permanent forum specifically for these regions.	Amb,Amb
10365	Council Directive 72/462 on health and veterinary inspection problems upon importation of bovine, ovine and caprine [[animals]] and [[swine]], fresh meat or meat products from third countries, does not apply to meat that forms part of the personal luggage of those [[tourists]], insofar as it does not exceed 1 kg., belongs to the bovine or swine species, is fresh meat and is for personal consumption.	Amb,Amb,Amb
10366	The first point [[I]] would like to make - and this has been alluded to by my friend and colleague, Mr [[Cushnahan]] - is that Hong Kong cannot pass law under its constitution if it contravenes the international standards of human rights.	Amb,Male
10367	B5-0044/2003 by Mrs [[Sanders-ten Holte]], Mr [[Sánchez García]] and Mr [[Gasòliba i Böhm]], on behalf of the Group of the European Liberal, Democrat and Reform Party: the human rights situation in Equatorial Guinea;	Female,Male,Male
10368	[[Anyone]] who immerses himself in this problem cannot escape the conclusion that very few statistics exist that are comparable.	Male
10369	[[We]] have seen already other pieces of legislation come before this House, for one of which I was the [[rapporteur]], which were part of the jigsaw creating the total picture of control over genetically modified organisms.	Amb,Amb
10370	What [[athlete]] would knowingly cause damage to his heart or liver, his kidneys or reproductive organs?	Male
10371	This is where it seems to [[me]] to be essential that [[we]] should safeguard the collegial nature of the [[Commission]], which would be put under strain if [[Parliament]] were to approve [[Commissioners]] on an individual basis.	Amb,Amb,Amb,Amb,Amb
10372	An example of one such incident is the position recently adopted by Mr [[Schröder]], the former German chancellor, on the construction of the gas pipeline along the bottom of the Baltic Sea.	Male
10373	As [[Montesquieu]] said – in the best possible way – and [[I]] shall say it in French:	Amb,Amb
10374	Latvian [[citizens]] and [[non-citizens]] know this problem from their own negative experience since many of [[us]], especially Russian [[speakers]], mainly go to Russia in order to visit our [[relatives]] and [[friends]] living there.	Amb,Amb,Amb,Amb,Amb,Amb
10375	Statistics on female [[prisoners]] suggest a generally low level of education and a lack of vocational skills.	Female
10376	It is obvious that there can be no development if there is no ownership, as Mr [[Hutchinson]] and Mrs [[Morgantini]] were saying.	Male,Female
10377	[[I]] firmly believe that a [[politician]] who acts on the basis of her personal experience of motherhood and [[family]] life will best understand [[women's]] problems.	Amb,Female,Amb,Female
10378	[[I]] would like to express my respect and gratitude to all the [[professionals]] and [[volunteers]] who have contributed to the rescue and reconstruction effort in the affected areas, and I would like to express my particular condolences to the [[families]] of the [[victims]].	Amb,Amb,Amb,Amb,Amb
10379	The [[Member]] is accused of defamation allegedly committed as a result of statements made about the accuser, a Hungarian citizen, in the course of a radio programme broadcast on 25 March 2010, to which he was invited in his capacity as a politician and a Member of the European Parliament.	Male
10380	Thank you, [[Commissioner]], for the detailed answer.	Amb
10381	This attack marked the severance of their previous alliance and the secret [[Hitler]]-[[Stalin]] pact of August 1939, which divided up Europe.	Amb,Amb
10382	To the contrary, [[we]] have a duty to support - as does the rapporteur Mr [[von Habsburg]], whom we thank - we have a duty to support the Kingdom of Morocco and do everything we can to help it, because it is still a bastion against the rise of the [[extremists]], extremists on the very borders of Morocco who, for their part, have not the least concept of the most basic of all human rights - respect for life.	Amb,Male,Amb
10383	Let [[me]] conclude by warmly thanking the Irish presidency for the courtesy it has extended to the [[Groups]] of this Parliament and to Parliament itself and for taking on board the concerns of this Parliament.	Amb,Amb
10384	Needless to say, [[Commissioner]], [[I]] should not wish the electronic component to be found by the [[customer]] when he carves his Sunday joint at the lunch table, so the question of a sensible niche for the microchip, based on practical experience, will certainly have to be discussed somewhat sooner.	Amb,Amb,Male
10385	Madam [[President]], regarding the Minutes, it is the point [[I]] raised yesterday which was also raised by Mrs [[Ewing]] and Mr [[Tomlinson]] about the demonstration.	Female,Amb,Female,Male
10386	Between 200 to 300 [[demonstrators]] are reported to have been deported to other EU countries and there have been numerous reports of protestors being manhandled by [[police]], including reports of [[women]] being subjected to body searches and accompanied to toilets by male police [[officers]].	Amb,Amb,Female,Male
10387	[[We]] must make sure that the weakest [[employees]], such as [[women]], do not become the losers on the future labour market.	Amb,Amb,Female
10388	Mr [[President]], Mr [[Commissioner]], [[ladies]] and [[gentlemen]], since all of us here are experts [[I]] shall, in view of the late hour make just two basic comments on the Le Rachinel report on the type-approval of vehicles and on the report of my colleague, [[Camisón Asensio]], on transportable pressure equipment.	Male,Male,Female,Male,Amb,Amb
10389	Mr [[President]], [[we]] would like to thank our untiring colleague, Mrs [[Fontaine]], and the [[Committee]] on Culture, Youth, Education and the Media for their excellent, fast work.	Male,Amb,Female,Amb
10390	In order to avoid the [[customer]] wrongly thinking that he is getting a neutral offer, the fact that he is consulting an airline or a group of airlines must continue to be displayed.	Male
10391	Bomis [[Babe]]	Amb
10392	U.S. Soccer Young [[Athlete]] of the Year	Amb
10393	Maltese [[American]]	Amb
10394	[[Alfonso XIII]], King of Spain	Male
10395	Non-governmental [[worker]]	Amb
10396	Retired [[Officer]] of the Royal Navy	Amb
10397	Matchstick [[seller]] girl	Female
10398	[[Governor]] of Dumbarton Castle	Amb
10399	[[Christina]], Duchess of Sudermania	Female
10400	operations [[manager]]	Amb
10401	[[Friedmann]]–[[Lemaître]]–[[Robertson]]–[[Walker]] metric	Amb,Amb,Amb,Amb
10402	fashion [[photographer]]	Amb
10403	64 <br /> [[Porter]]	Amb
10404	Little [[drummer]] girl	Female
10405	Argentine [[politician]]	Amb
10406	Saint [[Peter's]] Basilica	Male
10407	[[James Scott]], 1st Duke of Monmouth and 1st Duke of Buccleuch PC	Male
10408	Nuestra [[Señora]] de la Candelaria	Female
10409	[[Officer]] of the Légion d'honneur	Amb
10410	[[Gaston]], Duke of Orleans	Male
10411	[[Commander]] of the Order of the British Empire (CBE)	Amb
10412	[[Catharina-Amalia]], Princess of Orange	Female
10413	Mister [[Children]]	Male
10414	[[Bourgeois]] Gentilhomme	Male
10415	hidden immunity [[idol]]	Amb
10416	[[Captain]] (RN)	Amb
10417	Lord [[Commissioners]] of the Admiralty	Male
10418	Gallery [[director]]	Amb
10419	[[Martin]] of Dumes	Amb
10420	Queen [[Margaret]] University	Female
10421	Ms [[publisher]]	Female
10422	[[Thomas]] (apostle)	Male
10423	possessed by a [[demon]]	Amb
10424	[[Valentine]] of Terni	Amb
10425	Prêt-à-[[Porter]] (film)	Amb
10426	[[Minister]] of Public Works and Transport	Amb
10427	The [[Spy]] Who Came in From the Cold	Amb
10428	Easter [[Bunny]]	Male
10429	Miss philippines [[winners]]	Female
10430	The Dark [[Knight]] (Film 2008)	Amb
10431	Of all health [[workers]] in the country, nearly two thirds are men.	Male
10432	She is a [[specialist]] in pop culture from a gender perspective.	Female
10433	She is initially as [[Nick Fury's]] [[assistant]].	Amb,Female
10434	[[Mason]] was consistently praised for her strong and versatile performances.	Female
10435	Whilst the bike was not competitive it allowed [[Miller]] the opportunity to learn the circuits he would be racing in the coming years.	Male
10436	In New York he adopted the last name "[[Savage]]."	Male
10437	[[She]] served as a mentor for the female [[models]] in the second season of the American version of Make Me a Supermodel.	Female,Female
10438	Sometime later, when [[Fly's]] [[puppies]] are put up for sale, [[Babe]] asks if he can call her "Mom".	Female,Amb,Male
10439	But all the [[people]] he had made were men and [[Takaro]] was not satisfied, so he told them to light a fire and cook some-food.	Male,Male
10440	For several years, [[Henry Borwin I]] fought a war with his cousin [[Nicholas I]]. His [[father-in-law]] was unable to assist him during this war.	Male,Amb,Male
10441	With the exception of some spiritual, religious or initiation dances, there are traditionally no barriers between [[dancers]] and [[onlookers]].	Amb,Amb
10442	[[He]] established his residence in Manhattan, which is where his wife, [[Josephine]], died in February 1966 after a long illness.	Male,Female
10443	[[Newcomer]] also felt that [[birds]] were a good fit as he was familiar with fantasy and science fiction media featuring birds.	Male,Amb
10444	Now [[I]] think [[we]] shall gain a great deal by following the suggestion of a [[writer]] who, from personal motives, vainly asserts that he has nothing to do with the rigours of pure science.	Amb,Amb,Male
10445	While operating as a S.H.I.E.L.D. [[agent]] she is recruited by a United States [[Senator]] to look into corruption in a Latin American branch of the espionage [[organization]].	Female,Amb,Amb
10446	In 2005, [[Henry]] described [[Nonu]] as "young Tana," underlining the impression that he was being groomed as a potential successor to [[Umaga]].	Amb,Male,Amb
10447	It was reported that [[Juan]] and [[Chao]] were dropped as they were deemed to be not well known enough in China and [[Ho's]] image did not suit the male [[lead]].	Amb,Amb,Amb,Male
10448	His first public appearance was as a [[participant]] in the talent show Mak Dzvezdi (September 2007 - May 2008).	Male
10449	Unlike the [[Dorians]], where a [[lover]] would usually have only one erômenos, in the east a [[man]] might have several erômenoi over the course of his life.	Amb,Amb,Male
10450	[[Carpenter]] has said that The Fog is not his favorite film, although he considers it a "minor horror classic".	Male
10451	As the first East African female [[architect]], she owned her own firm and is best known for her design of the Cathedral of the Holy Family in Nairobi.	Female
10452	"In many cases [[I]] had to teach [[people]] to start a fire or build a proper shelter, collect berries, basically I spent a lot of time with [[those]] who didn't have a clue what [[Les]] was talking about," he told the [[press]].	Male,Amb,Amb,Amb,Amb
10453	The inquest heard that the [[driver]] may have been distracted by a [[protester]] running into the road ahead of him, who was being removed by a [[policeman]].	Male,Amb,Male
10454	[[We]] know from a [[bull]] of Pope [[Alexander III]], who had taken refuge at Sens from 1163 to 1165, that in 1170 building was well underway.	Amb,Male,Male
10455	She is also the [[creator]] of the light novel series Baby Princess, which was serialized in Dengeki G's Magazine.	Female
10456	Many are of cheesecake [[models]] (guradoru), or porn [[starlets]] (nūdoru); others are of [[singers]], television [[personalities]], professional [[sportswomen]] (often wrestlers) and so forth.	Amb,Amb,Amb,Amb,Female
10457	In a 1993 telephone interview with Lifestyles of the Rich and Famous, [[Page]] told host [[Robin Leach]] that she had been unaware of the resurgence of her popularity, stating that she was "penniless and infamous".	Female,Amb
10458	A music video for the track was shot in Washington, D.C. on October 8, 2012, where [[50 Cent]] was casting female [[models]] to make their appearance in the video.	Amb,Female
10459	The first fifteen years of her career were frustrating, [[she]] was only given small parts, but she attracted growing attention in the late 1940s, and by the end of her career was recognised as one of the most respected [[singers]] of her generation.	Female,Amb
10460	In 2004, [[he]] returned to the UK Top 10 for the first time as a solo [[artist]] since 1973, with the [[George Benson]]-sampling "Breeze On By", co-written with former teen idol [[Gary]] [[Barlow]], from the 1990s UK boy band [[Take That]], reaching number 8.	Male,Male,Amb,Male,Amb,Male
10461	The first was the "Soul Train Scramble Board", where two [[dancers]] are given 60 seconds to unscramble a set of letters that form the name of that show's [[performer]] or a notable [[person]] in African American history.	Amb,Amb,Amb
10462	[[Cartwright]] appeared in the films The Children's Hour (1961) and [[Alfred Hitchcock's]] The Birds (1963), which were both highly successful.	Amb,Amb
10463	The [[volunteers]] in the regular [[army]] amounted to around 20,000 men.	Male,Amb
10464	Later, [[Katie]] pushes [[Ana]] into the sewers and binds her in a box and forces her to watch [[Georgy]] die.	Amb,Female,Amb
10465	[[She]] accompanied her [[spouse]] on his military commissions: she gave birth to their youngest [[sons]] during the Bombardment of Brussels in 1695.	Female,Male,Male
10466	That stuff still fascinates [[me]]," he says.	Male
10467	[[He]] recalled his [[publisher's]] explaining why he thought the diary has been so widely read, with the comment, "he said that the diary encompasses so many areas of life that each [[reader]] can find something that moves him personally".	Male,Male,Male
10468	With four [[sailors]] and a [[carpenter]], [[he]] left Cardiff on the Clymene on 7 January 1848.	Amb,Amb,Male
10469	[[Paul McCartney]] recalls writing "Helter Skelter" after reading a review of The Who Sell Out in which the [[critic]] claimed that "I Can See for Miles" was the "heaviest" song he had ever heard.	Male,Male
10470	[[He]] was also an official [[judge]] for the Miss America Pageant in 2007 and Miss Universe Pageant in 2012.	Male,Male
10471	The dispute ended with the death of [[Victor II]] without male [[heirs]] on 22 April 1812, who left [[Frederick]] as the only living agnate of the branch and, in consequence, heir to the principality.	Amb,Male,Amb
10472	[[She]] made [[people]] cringe but also think differently about female [[performers]].	Female,Amb,Female
10473	There [[he]] spent time teaching himself from his [[grandfather's]] philosophy books.	Male,Male
10474	Soon afterwards the [[commander]] of the Infantry School also received a telegram from his new [[commander]] informing him of the current political situation.	Male,Amb
10475	During [[Dunama's]] reign, he had declared that all the [[sons]] of his [[predecessor]] should be killed, and [[Aissa's]] five-year-old half-brother [[Idris]] was therefore sent away to Bulala in secret by his [[mother]].	Male,Male,Amb,Amb,Male,Female
10476	While working for [[Sennett]], [[Graves]] met [[Frank]] [[Capra]], and the director later cast him in several films, including Flight, based on a story by Graves, and a series of adventure films in which he was cast opposite [[Jack Holt]].	Amb,Male,Male,Amb,Amb
10477	[[Angela]] hitchhikes with a truck [[driver]], who quickly annoys her, making Angela stab her to death.	Female,Female
10478	Later that night, [[Helga]] tries to confess her feelings to [[Arnold]], but the boat is attacked by [[pirates]].	Female,Amb,Amb
10479	If a [[female]] remains stationary and her [[partner]] contacts her vent with his gonopodium, she is fertilized.	Female,Male
10480	The result was a story about a [[boy]] who follows clues from his [[grandfather's]] old photographs, tales, and his grandfather's last words which lead him on an adventure that takes him to a large abandoned orphanage on Cairnholm, a fictional Welsh island.	Male,Male
10481	Many music names such as [[Jimmy Page]], [[Eric Clapton]] and [[Elton John]] were seen sporting I'm Nearly Famous badges, pleased that their boyhood [[idol]] was getting back into the heavier rock in which he had begun his career.	Amb,Amb,Amb,Male
10482	When [[Stokowski]] invited African-American opera singer [[Shirley Verrett]] to sing with the Houston Symphony in the early 1960s, he was forced to rescind his invitation when the orchestra [[board]] refused to accept a black [[soloist]].	Male,Amb,Amb,Amb
10483	Later the next day, one of [[Mary]][[']][[s]] tennis [[students]] heads into the locker room after the [[killer]] turns on music on the loudspeakers and is pursued until she meets her demise by having her waist sawed horizontally.	Amb,Female,Amb,Amb,Female
10484	Deputy [[Paul Smoker]], a motorcycle patrolman for the Jeffco Sheriff[['s]] Office, was writing a traffic ticket north of the school when the "[[female]] down" call came in at 11:23 a.m.	Male,Amb,Female
10485	Its type specimen, UMNH VP 20208, is the associated skeleton of a single [[individual]], including a nearly complete skull and partial postcranium.	Amb
10486	The title of guest artist is given to a visiting [[dancer]] who has been cast in a role for a specific ballet or limited season.	Amb
10487	[[Athletes]] are divided into categories depending on their disability, these are spinal cord injury or an amputee, or cerebral palsy.	Amb
10488	As quoted in [[Cooper]], 28.	Amb
10489	In August 2015, it was reported that [[Carpenter]] had begun work on her second album.	Female
10490	For the photo shoot this week, the [[girls]] pose in lingeries with male [[models]] in a bed.	Female,Male
10491	After describing how the [[performers]] were hidden behind metal grilles, [[he]] related in his Confessions (1770): [[I]] have not an idea of anything so voluptuous and affecting as this music; the richness of the art, the exquisite taste of the vocal part, the excellence of the voices, the justness of the execution, everything in these delightful concerts concurs to produce an impression which certainly is not the mode, but from which I am of opinion no heart is secure.	Amb,Male,Male
10492	Most of the [[musicians]] were session men.	Male
10493	Usually, the [[assistant]] replaced the [[examiner]] in case of death or resignation.	Amb,Amb
10494	Deliberately running into an [[opponent]] to cause him to crash was technically illegal, but nothing could be done about it (at [[Patroclus']] funeral games, [[Antilochus]] in fact causes [[Menelaus]] to crash in this way,) and crashes were likely to happen by accident anyway.	Male,Amb,Amb,Amb
10495	In Aztec warfare the [[tlacochcalcatl]] was second in command only to the [[tlatoani]] and he usually lead the Aztec [[army]] into battle when the [[ruler]] was otherwise occupied.	Male,Amb,Amb,Amb
10496	The Hospital's name was extended to Royal Victoria Teaching Hospital in the late 1990s, since it became part of the newly founded faculty of medicine of the University of the Gambia and therefore includes the training of medical [[doctors]] and other medical professions.	Amb
10497	When the [[visitor]] came up to the top of the staircase and went through the portikon columns, he entered an interior court measuring, within the colonnade surrounding the court, 13.50 m. wide by 21.60 m. long, ratio 1:1.60.	Male
10498	His theatrical roles include Mr. [[Tumnus]] in The Chronicles of Narnia: The Lion, the Witch, and the Wardrobe, Mr. [[Mayor]] in Seussical, Carisford in Little Princess, and Phao in The Jungle Book.	Male,Male
10499	He is a former [[director]] of News International, a subsidiary of [[Rupert Murdoch's]] News Corporation.	Male,Amb
10500	Unwilling to perform the feat himself, [[Farquaad]] holds a tournament to select the [[knight]] that will rescue Princess [[Fiona]].	Male,Male,Female
10501	When [[Tai]] wakes [[Greymon]] with [[Kari's]] whistle, he defeats [[Parrotmon]] and disappears with him.	Male,Male,Amb,Male
10502	[[Baker]] lived in Gladstone, Michigan before moving to De Pere, Wisconsin where she graduated from East De Pere High School.	Female
10503	He is a lifelong [[supporter]] of [[Everton FC]].	Male,Amb
10504	On November 18, 2016, Google dedicated a Doodle to the [[photographer]] for the 123rd anniversary of her birth.	Female
10505	The review also found that 70% of female [[victims]] in one of their studies were "very frightened" in response to intimate [[partner]] violence from their partners, but 85% of male [[victims]] cited "no fear".	Female,Amb,Male
10506	A casting was held to select an Ecuadorian [[representative]] to compete at Miss World 1997.	Female
10507	However, not only as [[Greeks]], but primarily as Europeans, we cannot but treat these networks as an important tool in our endeavour to strengthen social and economic cohesion, employment and sustainable development in our struggle to achieve European integration. And, of course, [[I]] disagree with what Mrs [[Schroedter]] has just said.	Amb,Amb,Female
