id	source with headwords	gender labels of headwords
8163	These included the explosion of Air India Flight 182 in 1985, the largest mass murder in Canadian history; the École Polytechnique massacre in 1989, a university shooting targeting female [[students]]; and the Oka Crisis of 1990, the first of a number of violent confrontations between the [[government]] and indigenous [[groups]].	Female,Amb,Amb
8164	He is also a big [[fan]] of [[Radiohead]].	Male,Amb
8165	The Guardian wrote in September 2014 that [[Black]] "makes the kind of breathy, modern soul that sounds simultaneously welcoming and strangely unnerving", comparing her favourably to [[Jessie Ware]].	Female,Amb
8166	[[He]] sent her to various auditions for commercials, and she was placed in more than one hundred national network TV advertisements as a [[child]].	Male,Female
8167	She is also a [[reporter]].	Female
8168	[[He]] has been a [[member]] of [[Dan Hicks]] and His Hot Licks.	Male,Male,Amb
8169	When the news of [[Rowe's]] pregnancy broke to [[Jackson's]] mother [[Katherine]], the Jackson family matriarch urged her son to wed the [[mother]] of his unborn [[child]].	Amb,Male,Female,Female,Amb
8170	A graduate of Collegiate School and Barnard College, she became the first woman Washington correspondent for the New York Herald Tribune, Newsweek and the Chicago Sun, where she covered First Lady [[Eleanor Roosevelt]] and wartime-Washington.	Female
8171	[[She]] bought used canvases while a poor art [[student]], and was unsure how to use a canvas with these dimensions.	Female,Female
8172	CitrusTV (formerly UUTV, HillTV and Synapse) is the university's entirely [[student]]-run television studio, and one of the largest student-run TV studios in the country with over 300 active [[members]].	Amb,Amb
8173	As artistic [[director]] of the academy for opera [[artists]] in Teatro alla Scala, she specialized in teaching operatic interpretation.	Female,Amb
8174	According to [[Toni Reinhold]] in Redbook, the [[singer]] "sustained multiple fractures in her right leg, including a broken thigh bone, knee, and ankle.	Amb,Female
8175	The [[narrator]] adds: "It is probable that the [[Bishop]] was indeed a witness of this death-agony."	Amb,Male
8176	In February 1991, in woodland near Medford, Oregon, USA, two [[hikers]] came across the burning body of a female [[adult]], lying face down in fallen leaves.	Amb,Female
8177	[[Chaplin's]] recruitment also marked a change of name from "The Lotus Eaters" to "Cherry Keane", after a [[friend]] of Chaplin's [[mother]], whom [[Rice-Oxley]] and Chaplin knew when they were young.	Amb,Amb,Female,Amb
8178	[[Hogg]] appointed the three [[members]], with U.S. Senator [[John H. Reagan]], creator of the Interstate Commerce Act, as chairman.	Amb,Amb,Male
8179	All Purpose Cultural [[Cat]] Girl Nuku Nuku DASH!	Female
8180	The [[author]] of collections of poems This Day (1928), This Life (1931), Ingratitude (1936); the final collection Twice Two Four was published posthumously (1950; under the same name, the most complete collection of poems in New York was published in 1981).	Amb
8181	[[Chen Jiongming]] expelled the [[Guangxi clique]] from Guangzhou allowing [[Sun]] to return by the end of November.	Amb,Amb,Amb
8182	A [[member]] of the Gabonese Democratic Party (PDG), [[he]] served for years as a minister in the government prior to his appointment as Prime Minister.	Male,Male
8183	In 1971 and 1972, [[Smith]] was embroiled in the Sharpstown scandal stock fraud scheme, which eventually led to his downfall.	Male
8184	In the episode, [[Miley]] reveals to [[Lilly]] that she is Hannah Montana.	Female,Amb
8185	Warwolf was created by [[Billy Hansen]] and [[others]] at Cybertek Systems Inc. (a cybernetic research division of Roxxon Energy Corporation) as a [[hunter]] assassination cyborg which occurred before the creation of Deathlok.	Amb,Amb,Amb
8186	[[Julian]] and his [[co-workers]] obtained patents for Glidden on key processes for the preparation of progesterone and testosterone from soybean plant sterols.	Male,Amb
8187	On his behalf the [[head]] of the press service of the Ministry of Internal Affairs of Azerbaijan announced that he knew nothing about [[Gumashyan's]] arrest warrant.	Male,Amb
8188	In the months following the eventual demise of WCW in March 2001, [[Hogan]] underwent surgery on his knees in order for him to wrestle again.	Male
8189	The Field [[Men]]: The SS Officers Who Led the Einsatzkommandos—The Nazi Mobile Killing Units.	Male
8190	At the time of his appointment, [[he]] was the youngest [[professor]] in the state of Bavaria.	Male,Male
8191	The suspects are the [[band's]] [[roadie]]/sound-tech, who was picked on by the band, his current [[lover]], who is the band's second choice for a [[singer]], the band's hateful [[manager]], and [[Bullet Train's]] [[ex-singer]], who was also the ex-wife of the lead guitar [[player]].	Amb,Male,Amb,Amb,Amb,Amb,Female,Amb
8192	These contextual factors can be as broad as the social milieu at school to as narrow as what instructions a [[teacher]] gives before an exam.	Amb
8193	[[She]] has denounced the official investigation of her [[husband's]] assassination, suggesting that it was not the work of a lone [[fanatic]] but part of a greater plot.	Female,Male,Amb
8194	The senior [[assistant]], who shows aversion to [[Petrov]], reported about the incident on the ship to Leningrad, from there comes a telegram about the removal of the captain.	Amb,Amb
8195	In addition, the vehicle may be equipped with a satellite navigation system and [[friend]]-[[foe]] identification system.	Amb,Amb
8196	[[Director]] of the farm knows this, and wishing to keep a valuable [[employee]] insistently recommends him to build a house.	Amb,Male
8197	[[Member]] of the Scientific Council of RAS on the Problems of Russian and World Economic History.	Amb
8198	[[Edith]] was living with her widowed [[mother]] at the home of her [[uncle]], the Earl of Clarendon.	Female,Female,Male
8199	From August 2012, he appeared as a character called [[Maurice]] in UK TV adverts for betting website BetVictor.	Male
8200	A level [[designer]] is a person who creates levels, challenges or missions for computer and/or video games using a specific set of programs.	Amb
8201	Collectively, her work both as a [[member]] of [[Fleetwood Mac]] and as a solo artist has produced over 40 top-50 hits and sold over 140 million records, making her one of the best-selling music acts of all time with Fleetwood Mac.	Female,Amb
8202	[[Lean]] later said it was his personal favorite of the films he made, and [[Hepburn]] his favorite actress.	Male,Female
8203	One of the last of the Victorian Fairy-paintings, The Piper of Dreams by [[Estella Canziani]], sold 250,000 copies and was well known within the trenches of World War I where [[Tolkien]] saw active service.	Amb,Amb
8204	For example, the first episode begins with a scene in which [[Marion]], portrayed as desperately trying to revive his deceased [[owner]], learns she has actually been dead for four months, whereupon he casually gives his [[cat friends]] permission to eat her.	Male,Female,Amb
8205	The style of equitation characteristic of the school was first taught by [[François Robichon de La Guérinière]], the French riding master to King [[Louis XV]] and author of the manual École de Cavalerie published in 1731.	Amb,Male
8206	[[He]] also disposed of his [[family's]] German titles and styles, so [[Helena]] and her daughters simply became Princess [[Christian]], Princess [[Helena Victoria]] and [[Marie Louise]] with no territorial designation.	Male,Amb,Female,Female,Female,Female
8207	Together [[they]] form an academic health science centre.	Amb
8208	The Charter, approved at the end of 1893, divided the former Academy into two institutions: Аcademy itself (Academic «Assembly» consisting of the [[President]], [[Vice-president]], [[Conference secretary]], 60 Full [[members]] and 20 Honorary [[members]] of the Academy), a state institution «for the maintenance, development and dissemination of art in Russia».	Amb,Amb,Amb,Amb,Amb
8209	As a [[member]] of the Justice Society, [[she]] participated in several of the annual JLA/JSA meetings, most of which took place on Earth-One.	Female,Female
8210	As a [[child]], [[he]] was physically weak, and he nearly died from a serious case of influenza.	Male,Male
8211	[[He]] graduated from Grinnell College and published his first paper on the milkweeds of Iowa with his botany [[teacher]] in 1955.	Male,Amb
8212	After the crossover, [[Robinson]] wrote one final issue with artist [[Jesus Merino]], which dealt with the relationship between [[Green Lantern]] and his son [[Obsidian]].	Amb,Amb,Male,Male
8213	Each of these art forms, and the criticism thereof, is primarily concerned with a sole creative force: the [[author]] of a novel (not, for example, his [[editor]] or [[type-setter]]), the [[composer]] of a piece of music (though sometimes the [[performers]] are given credence, akin to [[actors]] in film today), or the [[painter]] of a fresco (not his [[assistants]] who mix the colours or often do some of the painting themselves).	Male,Amb,Amb,Male,Amb,Amb,Male,Amb
8214	The music video won British [[Artist]] Video of the Year at the 2018 Brit Awards and Best Music Video at the 2018 iHeartRadio Music Awards.	Amb
8215	[[Raphael]] was born the son of a [[painter]], so his career path, unlike that of [[Michelangelo]] who was the son of minor nobility, was decided without a quarrel.	Male,Amb,Male
8216	Like every [[member]] of the original [[Runaways]], [[he]] is the son of evil [[villains]] with special abilities; in [[Alex's]] case, gang mob bosses.	Male,Amb,Male,Amb,Amb
8217	During that time [[he]] occupied himself by drawing, reading and learning to play the violin; the Bethlem [[doctors]] reported that he could play draughts and chess better than any other [[patient]], He also learnt French, German and Italian to a degree of fluency, acquired some knowledge of Spanish, Greek and Latin, and was employed as a painter and decorator within the confines of the hospital.	Male,Amb,Amb
8218	The Lezgian [[leader]] was defeated in June 1736 and fled to the [[Avars]] with many of his [[subjects]] making peace with [[Nader]].	Male,Amb,Amb,Amb
8219	[[She]] told her [[parents]] about her dream of becoming a movie [[star]], but they insisted that it was a "really stupid" idea and that "no [[Latinos]] did that".	Female,Amb,Female,Amb
8220	Some [[bands]] associated with the genre, such as [[Soundgarden]], [[Pearl Jam]] and [[Alice in Chains]], have not been receptive to the label, preferring instead to be referred to as "rock and roll" bands.	Amb,Amb,Amb,Amb
8221	During 1996—1998 worked as history and geography [[teacher]] at high school No 33 in the city of Aktubinsk (since 1999 - Aktobe), teacher at the department of political sciences in Aktubinsk State University named after [[K.Zhubanov]].	Amb,Amb
8222	[[Anne]] declared God would be her guard and ordered [[Sunderland]] to redeploy her [[troops]].	Female,Amb,Amb
8223	The operation was successful, although the [[child]] was left with some muscle damage as well as scarring around the perimeter where the facial skin was sutured back on.	Amb
8224	More awards and performances followed: "Favorite Male [[Singer]]" at the Chinese Golden Melody Festival in Hong Kong, "Astana Voice" at the Annual International Music Festival in Astana, Kazakhstan, and "Best Overseas Male Star" at the New Asia Song Festival in Beijing.	Male
8225	[[He]] became popular in October 2010 after singer [[Kesha]] sent a tweet that she had a new [[boyfriend]], linking to the page.	Male,Female,Male
8226	To become a [[member]] of the Union, you had first to have participated in two official exhibitions.	Amb
8227	By the time she was in her 30s, [[Fuller]] had earned a reputation as the best-read person in New England, male or female, and became the first woman allowed to use the library at Harvard College.	Female
8228	In 2016, [[Monk]] played in the 2016 McDonald's All-American Game and Jordan Brand Classic where he earned Co-MVP honors alongside Kentucky teammate [[De'Aaron Fox]].	Male,Amb
8229	[[I]] can't tamper with the formula; nor can I take the piss the way I do with [[superheroes]]," he said.	Male,Amb
8230	Arguments arise over whether to move [[Paul]] to a new location as winter is approaching and their hideout is not suitable for cold conditions.	Amb
8231	"Letter dated 5 March 1968 from the Permanent [[Representative]] of Israel to the United Nations addressed to the [[Secretary-General]]".	Amb,Amb
8232	In 1998, [[Moore]] released his first solo album, Dead Air For Radios, under the name Chroma Key on his self-created record label, Fight Evil Records.	Male
8233	In 1898, A French [[force]] under Captain [[Marius Gabriel Cazemajou]] spent three weeks under the [[Sultan's]] protection in Damagaram.	Amb,Amb,Male
8234	[[She]] also serves nectar to the gods and [[goddesses]] to drink.	Female,Female
8235	However, the first [[student]] sit-in was held at the London School of Economics in 1967 by their Student's Union over the suspension of two [[students]].	Amb,Amb
8236	[[He]] has been the seniormost [[editor]] for the Bhaktivedanta Book Trust for more than forty years.	Male,Male
8237	A courting [[male]] may also bite the [[female]] behind her gills or on her pectoral fins; these mating wounds heal completely after 4–6 weeks.	Male,Female
8238	Meanwhile the [[dukes]] of Bavaria and Wurtemberg and the [[count]] (landgrave) of Hesse will create disturbances in Germany, and so distress Christendom that His [[Imperial Majesty]] will find himself in trouble."	Male,Male,Male
8239	His widely read pamphlet, The Philosophy of Nonviolence, provides a unique window into the mind of a lifelong [[activist]] wrestling with the contradictions and pitfalls which plagued the political left in the 20th century.	Male
8240	The song's lyrics describe the [[Grinch]] as being foul, bad-mannered and sinister, using increasingly creative put-downs, metaphors, similes and off-hand comments by the [[singer]], beginning with the opening line "you're a mean one, Mr. Grinch".	Male,Amb
8241	During the end of the "Infinity" storyline, the Terrigen Bomb was detonated in Earth's atmosphere during the [[Inhumans']] fight with [[Thanos]].	Amb,Amb
8242	[[Expert]] estimation of the transaction value in 2013 published in the press constitutes $450–500 million.	Amb
8243	The genre scene is based on the everyday bathing of a [[child]], a moment that is "special by not being special".	Amb
8244	Later on, [[she]] was [[director]] of Théâtre de Paris (1956–1965), and Théâtre Marigny (1965–1978).	Female,Female
8245	In 1383, [[Ferdinand]] made peace with [[John I of Castile]] at Salvaterra, deserting his English [[allies]], who retaliated by ravaging part of his territory.	Male,Amb,Amb
8246	A legend associated with [[Cornelius]] tells of a young [[artist]] who was commissioned to decorate the Corneliuskapelle in the Selikum quarter of Neuss.	Amb,Amb
8247	But unlike the films by [[Wise]] and [[Amenabar]], in [[Podolchak's]] Delirium the [[spectator]] encounters the concept of "erroneous suspense" when the [[director]] seems to create an atmosphere of anxious anticipation, but these premonitions of something terrible are being destroyed by the [[characters']] inadequate reaction on them.	Amb,Amb,Amb,Amb,Amb,Amb
8248	Appointed [[surgeon]] in the Navy he served on Australian, West Indian and Mediterranean stations.	Male
8249	"Classic Album of the month: [[Metallica]] – Master of puppets".	Amb
8250	[[Chen]] defeated Northern Qi [[troops]] and [[Xu]] and [[Ren]], however, and [[Xiao Gui's]] assistant [[Liu Damo]] (柳達摩), sieged by Chen in Shitou, sought peace.	Amb,Amb,Amb,Amb,Amb,Amb
8251	In an interview with the Washington Post, [[Ownby]] noted that [[Li]] does not endorse suicide in any of his recent statements, "But a [[practitioner]] at the end of his or her rope in China could certainly see as an endorsement for martyrdom, and perhaps choose his or her own means to achieve that."	Amb,Male,Amb
8252	The weak [[child]] overcame many hardships, grew legs (and, presumably, the rest of his skeletal structure) at the age of three, and became the god Ebisu.	Male
8253	By late 2014, Derna was fully under [[ISIL]] control, with the Black Standard flying over [[government]] buildings, [[police]] cars carrying ISIL insignia, and the local football stadium being used for public executions.	Amb,Amb,Amb
8254	[[Gray]] has made several guest appearances with other [[bands]], including on the songs "Monsters" by [[V Shape Mind]], "Falling Backwards" by [[Bloodsimple]] and "Miracle" by [[Nonpoint]].	Amb,Amb,Amb,Amb,Amb
8255	On 16 March 1485, [[Richard's]] queen, [[Anne Neville]], died, and rumours spread across the country that she was murdered to pave the way for Richard to marry his niece, [[Elizabeth]].	Male,Female,Female
8256	His major role in Arthurian literature is that of a [[judge]] and tester of [[knights]], thus [[he]] is at once terrifying, friendly, and mysterious.	Male,Male,Male
8257	Publication of the first volume of Das Kapital by [[Karl Marx]].	Amb
8258	[[Frank]], pp. 202, 210–211, [[Morison]], pp. 81, 113–114.	Amb,Amb
8259	In 1998, [[Stam]] became the then most expensive Dutch football player in history and the most expensive defender in history when [[Manchester United]] bought him for £10.6 million.	Male,Amb
8260	[[Goldwyn]] rushed to offer [[Cooper]] a long-term contract, but he held out for a better deal—finally signing a five-year contract with [[Jesse L. Lasky]] at Paramount Pictures for $175 a week.	Amb,Male,Amb
8261	He considers himself the most beautiful [[person]] on the continent.	Male
8262	From the age of six until [[he]] was eight he stayed with a tutor, the Reverend Mr [[White]], in Dorchester, where he learned Greek.	Male,Male
8263	[[Chair]], Global Alliance for ICT and Development (GAID), New York – USA (2009-2010).	Amb
8264	[[Chase]] wrote a letter to [[Carpenter]] in 1866, remarking the composition of the work, noting that he and [[Stanton]] appear symbolically on [[Lincoln's]] right in the painting, having "thoroughly endorsed and heartily welcomed the measure," and the [[cabinet members]] who had at first "doubted, or advised delay, or even opposed" the proclamation appear on Lincoln's left.	Male,Amb,Amb,Amb,Amb
8265	The situation changed again on 10 February 1306, when [[Robert the Bruce]] murdered his rival [[John Comyn]] and a few weeks later, on 25 March, had himself crowned King of Scotland by [[Isobel]], sister of the [[Earl]] of Buchan.	Male,Amb,Female,Male
8266	The presentation of the book that took place in the Vinzavod Center for Contemporary Art was highlighted by speeches by [[Andrey Erofeev]], [[Yury Samodurov]], [[Peter Verzilov]], [[Anton Nikolaev]] and [[others]], and detailed interviews with the [[author]] were published by such Internet portals as Around Art – Contemporary Art and Art-Cronicle, as well as by the Radio Free Europe.	Amb,Amb,Amb,Amb,Amb,Amb
8267	The awards are given out each season and include: the EuroCup Basketball [[MVP]] award, the EuroCup Basketball Finals MVP award, the EuroCup Basketball Rising Star award, the EuroCup Basketball [[Coach]] of the Year award, and the EuroCup Basketball All-EuroCup [[Team]].	Amb,Amb,Amb
8268	The birth of Princess [[Aiko]] sparked debate in Japan about whether the Imperial Household Law of 1947 should be changed from the current system of agnatic primogeniture to absolute primogeniture, which would allow a [[woman]], as firstborn, to inherit the Chrysanthemum Throne ahead of a younger [[brother]] or male [[cousin]].	Female,Female,Male,Male
8269	Her hit songs as a solo [[artist]] include "Evidence", "If I Fall", and a cover of the Christmas song "Light of the Stable".	Female
8270	In this episode, the Harmon family – [[Ben]] (Dylan McDermott), [[Vivien]] (Connie Britton) and [[Violet]] (Taissa Farmiga) – move from Boston to Los Angeles after Vivien gives birth to a stillborn [[baby]] and Ben has an affair with one of his [[students]].	Amb,Amb,Female,Amb,Amb
8271	The Once and Future [[Goddess]].	Female
8272	[[I]] Am Not Ashamed.	Amb
8273	Sometime around 1585 [[she]] retired from the Scottish [[Queen's]] household in England to the Convent of Saint-Pierre at Rheims in France where the abbess was [[Renée de Guise]], the sister of [[Mary of Guise]] and aunt of [[Mary]], Queen of Scots.	Female,Female,Female,Amb,Female
8274	In 1779, Sergeant [[Jasper]] participated in the Siege of Savannah, led by General [[Lincoln]], which failed to recapture Savannah, Georgia, from the [[British]].	Amb,Amb,Amb
8275	The [[sisters]] played an active role in the social life of the village, and are both buried in Finstock churchyard.	Female
8276	In late 1997, disagreements with EMI left [[Archer]] somewhat disillusioned and feeling like she had been treated as a commodity.	Female
8277	[[Child]] welfare [[workers]] filed a "failure to care" petition and took [[him]] into custody, though they later returned him to his [[mother]].	Amb,Amb,Male,Female
8278	With her [[siblings]], [[mother]], and [[stepfather]], [[Sinema]] moved to DeFuniak Springs, Florida, a small town in the Panhandle.	Amb,Female,Male,Female
8279	A [[member]] of the Liberal Party before the war, [[he]] supported Conservative Prime Minister [[Robert Borden's]] pro-conscription Union government that was formed as a result of the Conscription Crisis of 1917.	Male,Male,Amb
8280	Another short story collection, Gecede (At Night) would reinforce her reputation as a majestic [[narrator]] of the female condition.	Female
8281	While trying to prevent [[Thanos]] from getting the Cosmic Cube, [[Drax]][[']][[s]] memories are restored to him.	Male,Amb,Male,Amb
8282	In 2003 [[Ortiz]] lost the [[party's]] primary vote to [[Schafik Handal]] by 47% to 53% to decide who would be the party's candidate in the 2004 presidential election.	Amb,Amb,Amb
8283	FBI agent [[Dylan Rhodes]] (Mark Ruffalo), and Interpol agent [[Alma Dray]] (Mélanie Laurent), are then partnered to investigate the [[Horsemen]].	Amb,Amb,Male
8284	[[They]] would later receive a medal and diploma, but not the money.	Amb
8285	Born in Budapest on 15 November 1869 into a prominent Hungarian noble [[family]] as the second [[son]] of [[László Szapáry]] (1831–1883), an Austro-Hungarian general who had played a leading role in the occupation of Bosnia and Herzegovina in 1878, and his wife [[Marianne]] (née Gräfin von Grünne).	Amb,Male,Male,Female
8286	As a [[child]], [[he]] studied music and played violin.	Male,Male
8287	As education [[minister]] she abolished the academic ethnic quota system, awarding public school places and scholarships by open merit ranking.	Female
8288	In the early 1980s [[Hopper]] gave up playing music for a couple of years, but by the mid-1980s he was actively working with several [[bands]], including [[Pip Pyle's Equipe Out]] and [[Phil Miller's In Cahoots]].	Male,Amb,Amb,Amb
8289	For a maximum score, male [[recruits]] must complete the run in 18 minutes, perform 115 crunches in 2 minutes and do 20 pull ups.	Male
8290	Her early success as a [[poet]] at the convent started her lifelong career which would lead her to becoming one of Europe's most noteworthy literary [[figures]] at the time.	Female,Amb
8291	In the experiment, [[Zimbardo]] selects fifteen male [[students]] to participate in a 14-day prison simulation to take roles as prisoners or guards.	Amb,Male
8292	With defeats of [[Iburai]] and [[Ismayil]], [[Dayan]] and [[Mandukhai]] could remove the power of [[descendants]] of the [[Alans]], the [[Kypchaks]] and the Hami Muslim [[warlords]] from the Northern Yuan court in Mongolia.	Amb,Amb,Amb,Amb,Amb,Amb,Amb,Male
8293	Not all [[Amish]] use this term (it does not occur in [[John A. Hostetler's]] extended discussion of adolescence among the Amish), but in sects that do, Amish [[elders]] generally view it as a time for courtship and finding a [[spouse]].	Amb,Amb,Amb,Amb
8294	His siblings were brother [[Ruben]] and sisters [[Hope]] and [[Angelina]].	Male,Female,Female
8295	After serving in the US [[military]] and working as a prison guard, [[Smith]] competed as an amateur compiling a record of 35-4, before turning professional in November 1981, at the late age of 28.	Amb,Amb
8296	He also [[president]] of the Hungarian Mortgage Credit Bank (Magyar Jelzálog Hitelbank).	Male
8297	As a [[journalist]] and critic [[she]] worked with many newspapers and magazines.	Female,Female
8298	[[I]] am, and [[you]] are, and you are, and—" After an infinitesimal hesitation [[he]] included [[Daisy]] with a slight nod, and she winked at me again. "—And we've produced all the things that go to make civilization—oh, science and art, and all that.	Male,Amb,Male,Female
8299	[[Riley]] asked, "Want a burger, [[kid]]?" and then took her to [[Victoria]] who turned her into a vampire.	Amb,Female,Amb
8300	There, in May 1871, [[Miller]] published Songs of the Sierras, the book which finalized his nickname as the "Poet of the Sierras".	Male
8301	[[Duff]] first came to prominence in music after releasing her Christmas-themed debut studio album Santa Claus Lane (2002) through Walt Disney Records.	Female
8302	[[He]] became an overnight internet [[celebrity]] and the music video of his first hit "All-American Boy" went viral on YouTube in less than a week in July 2013.	Male,Male
8303	The [[saboteurs]] have hired his [[friend]].	Amb,Amb
8304	Since 2014, he has been its [[chair]].	Male
8305	[[Who's]] Who in Latin America.	Amb
8306	In 1704, the position of [[teacher]] of viola all'inglese was added to his duties as violin instructor.	Male
8307	[[Nick]] began work on his second solo album in 2003, but the recordings were aborted when the [[Backstreet Boys]] returned to the studio.	Male,Male
8308	[[He]] is [[author]] of On Diplomacy: A Genealogy of Western Estrangement (1987) and Antidiplomacy: Spies, Terror, Speed, and War (1992); editor of International Theory: Critical Investigations (1995) and The Virilio Reader (1998); co-editor with [[Michael Shapiro]] of International/Intertextual Relations: Postmodern Readings of World Politics (1989); Global Voices: Dialogues In International Relations (with others) (1993); and, Virtuous War: Mapping the Military-Industrial-Media-Entertainment Network (2001; 2nd edition, 2009).	Male,Male,Amb
8309	Her first ambition was to be an [[author]], and she wrote her first novel at the age of twenty.	Female
8310	Two female Central Washington [[students]] later came forward to report encounters—one on the night of [[Rancourt's]] disappearance, the other three nights earlier—with a [[man]] wearing an arm sling, asking for help carrying a load of books to his brown or tan Volkswagen Beetle.	Female,Amb,Male
8311	[[She]] made two return trips to Murmansk.	Female
8312	According to [[Damascius]], [[Zeno]] planned to kill an [[emperor]], in one of two plots organized by pagan [[officers]], but the emperor died after falling from his [[horse]].	Amb,Amb,Male,Amb,Amb
8313	The storyline explores many social, philosophical and cyberpunk themes in great detail, including meme theory, social engineering, sociology, artificial intelligence, information control, conspiracy theories, political and military maneuvering, evolution, existentialism, censorship, the nature of reality,, [[child]] exploitation, and taboos such as incest and sexual orientation.	Amb
8314	[[Robert]], the elder, inherited the title of Duke of Normandy and [[William Rufus]] became King of England.	Male,Male
8315	Breaking down the distance between [[performer]] and [[audience]] is central to the punk ethic.	Amb,Amb
8316	[[She]] and her [[husband]] already had one other [[child]].	Female,Male,Amb
8317	[[Fisher]] was an active participant both before and after her marriage at the Brooklyn Art Association (1867–1884), the National Academy of Design exhibitions (1868–1880), the Pennsylvania Academy (1877, 1885) and the American Water Color Society (1886).	Female
8318	In 1996, the award was divided into two categories, with both a male and female [[winner]].	Female
8319	From 1995 to 1999, [[she]] was a visiting [[professor]] at Columbia University.	Female,Female
8320	[[Angela's]] [[father]] died in 1903 and her [[stepmother]] died in 1907, leaving a small inheritance.	Female,Male,Female
8321	Since 2016 [[he]] has been the [[director]] of the Target Discovery Institute, University of Oxford, and Clinical Research Director, at the Francis Crick Institute.	Male,Male
8322	[[Member]] of 18th Knesset for Kadima.	Amb
8323	He is a management [[student]].	Male
8324	The Iroquois [[women]] of each agricultural [[group]] would select an old but active [[member]] of their group to act as their leader for that year and agree to follow her directions.	Female,Amb,Female
8325	The [[owner]] must agree to cut his tree for Utsav.	Male
8326	"Long Gone Days - Modern-Day [[Character]]-Driven RPG (INDIEGOGO/Demo)". forums.tigsource.com.	Amb
8327	She is a well-known [[writer]] in Esperanto.	Female
8328	[[U]]-12	Amb
8329	[[Девушки]] мечты	Female
8330	Touring the [[Angel]]: Live in Milan	Amb
8331	Мужская [[сборная]] США по водному поло на летних Олимпийских играх 1984	Male
8332	[[Герцоги]] Йоркские	Male
8333	Женская баскетбольная [[сборная]] США на Олимпийских играх 1976	Female
8334	[[Актрисы]] Камбоджи	Female
8335	Bahama [[Mama]]	Female
8336	Gastein [[Ladies]] 2014	Female
8337	[[Преступники]] Ливии	Amb
8338	[[Супруги]] великих [[герцогов]] Люксембурга	Female,Male
8339	"[[Blair]] defends Home Office split".	Amb
8340	[[Green]] advances the sex-positive movement in her videos and lectures.	Female
8341	[[Akon]] finds the female [[witness]] and escapes from the nightclub without [[Jack Gates]].	Amb,Female,Amb
8342	[[Victims]] were found not far from the Belorussky railway tracks, sometimes in the Eastern Administrative District.	Amb
8343	In March, [[Gray]] released her fourth studio album (sixth overall), Big.	Female
8344	Up to 1969, shōjo manga was drawn primarily by adult [[men]] for young female [[readers]].	Male,Female
8345	[[Karl]], one of the many [[Germans]] deported, is forcibly separated from his wife [[Marie]] and their son [[Victor]].	Male,Amb,Female,Male
8346	[[He]] was assisted by his sons: [[William]], as sub-editor and manager of the business department (until forced to retire by ill health); [[John]], who came in as editor at the age of 21; and younger sons [[Franklin]] and [[Howard]].	Male,Male,Male,Male,Male
8347	My [[friends]] and [[I]] would go out with nets and make little aquariums with the [[creatures]] we'd find," he said.	Amb,Male,Amb
8348	After two summers working as a seasonal [[officer]], she was told she would not be hired for a third because she was gay.	Female
8349	Being a postgraduate [[student]], [[he]] participated in the international conference on aeronautics in Baku (1973).	Male,Male
8350	The [[Doctor]] overloads the reactor and tells the younger [[Silurian]] that the area will be irradiated for at least 25 years.	Amb,Amb
8351	His appointment as [[chair]] of the department of meteorology at the University of Chicago in 1940 began the period in which he turned his attention to large-scale atmospheric motions.	Male
8352	In 1661, [[Christina]] invited [[Sparre]] to visit her in Hamburg, and she also wished to see her during her visit to Sweden, but this was prevented by Sparre's [[family]].	Female,Female,Amb
8353	Conditions improved on Wednesday, 20 December, but by the following day most [[personnel]] were being withdrawn.	Amb
8354	The [[group's]] debut album, Bacdafucup, is considered the best-selling rap album released in 1993.	Amb
8355	In later appearances, however, she would imply that she was a [[victim]] of [[child]] abuse.	Female,Amb
8356	[[Stigler]] later told [[Brown]] he was trying to get [[them]] to fly to Sweden.	Male,Amb,Amb
8357	From 1991 to 1999, [[she]] was a [[professor]] at the Tata Institute of Social Sciences.	Female,Female
8358	The [[winner]] of the duel gets money and usually stays on the map part he "won" where he will meet the next [[challenger]].	Male,Amb
8359	More so [[I]] think meeting the challenges of [[motherhood]] with what I had learned made my practice very rich.	Female,Female
8360	Its [[founder]] was a 37-year-old "former Trading Post newspaper boy", who stated that his aim was "to disseminate interesting, factual information to the [[people]] of Pentecost".	Male,Amb
8361	[[She]] is the [[vice]]-[[president]] of the student council executive, and is a classmate of [[Sō]] and [[Kaori]].	Female,Female,Female,Amb,Amb
8362	[[Hopper]] had been involved in radio for years and realized there was a need to abbreviate transmissions on State Police bands.	Amb
8363	According to the [[director]], he had to reduce the number of filming to 30 days, although earlier there were planned a 40-days filming, finally, because of the budget deficit - 21.	Male
8364	The [[three]] were imprisoned in the same block as [[Wright]].	Amb,Amb
8365	Perhaps even harder to swallow is the fact that the united monarchy of [[David]] and [[Solomon]], which is described by the Bible as a regional power, was at most a small tribal kingdom.	Male,Male
8366	[[Ross Marquand]] as [[Aaron]], a recruiter from Alexandria who lost his boyfriend [[Eric]] during the war, and now raises his adoptive daughter, [[Gracie]].	Male,Male,Male,Female
8367	In 1970, [[Patrick A. Williams]] argued a plausible case for [[Henry of Champagne's]] guilt, but if so, it is difficult to imagine him taking such a bold step without his uncle [[Richard's]] approval.	Amb,Male,Male
8368	His FBI training leads [[him]] to search for links between the cases, and he finds two of them—each [[victim]] is a married mother and a [[snowman]] appears at every murder scene.	Male,Female,Male
